"","Id","TimeToEnd","DistanceToRadar","Composite","HybridScan","HydrometerType","Kdp","RR1","RR2","RR3","RadarQualityIndex","Reflectivity","ReflectivityQC","RhoHV","Velocity","Zdr","LogWaterVolume","MassWeightedMean","MassWeightedSD","Expected"
"1570",205,0,"68.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0421424","17.5",NA,"0.495","6.5","7.0625","nan","nan","nan",0
"1571",206,0,"68.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0220642","-5.5",NA,"0.605",NA,"2.0","nan","nan","nan",0
"1572",206,0,"68.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.03382","-5.0",NA,"0.988333",NA,"5.4375","nan","nan","nan",0
"1573",206,0,"68.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0702817","-4.5",NA,"1.05167",NA,"4.125","nan","nan","nan",0
"1574",206,0,"68.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0624407","-3.5",NA,"0.878333",NA,"2.8125","nan","nan","nan",0
"1575",206,0,"68.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0436331","-2.0",NA,"0.878333","5.5","1.8125","nan","nan","nan",0
"1576",206,0,"68.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0200084","-6.0",NA,"1.05167",NA,"5.25","nan","nan","nan",0
"1577",206,0,"68.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.122857","-5.0",NA,"0.951667","10.5","4.1875","nan","nan","nan",0
"1578",206,0,"68.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0798911","-1.5",NA,"1.05167","12.5","7.9375","nan","nan","nan",0
"1579",206,0,"68.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0280125","-7.5",NA,"0.988333",NA,"0.6875","nan","nan","nan",0
"1580",207,0,"19.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.246722","3.0",NA,"0.805","-11.5","0.0","nan","nan","nan",0
"1581",207,0,"19.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0898635","3.5",NA,"0.535","2.5","3.4375","nan","nan","nan",0
"1582",207,0,"19.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0814688","3.0",NA,"0.541667","-4.5","3.8125","nan","nan","nan",0
"1583",207,0,"19.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.195638","7.5",NA,"0.685","-5.0","7.4375","nan","nan","nan",0
"1584",207,0,"19.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.123608","7.5",NA,"0.768333","-1.0","3.0625","nan","nan","nan",0
"1585",207,0,"19.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.19172","1.0",NA,"0.621667","-9.0","-0.8125","nan","nan","nan",0
"1586",208,0,"1.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0","15.0",NA,"0.981667","2.0","4.9375","nan","nan","nan",0
"1587",208,0,"1.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0","-5.5",NA,"0.911667","2.0","2.25","nan","nan","nan",0
"1588",208,0,"1.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0","-6.0",NA,"0.585","1.0","2.0","nan","nan","nan",0
"1589",208,0,"1.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0","11.5",NA,"0.455","9.0","2.0625","nan","nan","nan",0
"1590",208,0,"1.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0","10.0",NA,"0.931667","1.5","-6.75","nan","nan","nan",0
"1591",208,0,"1.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0","-11.5",NA,"0.465","17.0","4.3125","nan","nan","nan",0
"1592",209,0,"4.0","9.0",NA,"8.0","0.0","0.0",NA,NA,NA,"9.0","9.0","0.988333","7.0","-0.1875","nan","nan","nan",3.8
"1593",209,0,"4.0","18.0","21.5","9.0","0.0","0.0",NA,NA,NA,"18.0","18.0","1.05167","7.0","1.8125","-13.2617826965","2.30486993152","0.908335146858",3.8
"1594",209,0,"4.0","19.0","19.0","9.0","0.0","0.0",NA,NA,"0.939686","19.0","19.0","1.00833","6.0","0.375","-12.0067081612","1.70994792132","0.675394934836",3.8
"1595",209,0,"4.0","24.0","24.5","9.0","0.0","0.540581","0.486936","6.94116","0.967145","24.0","24.0","1.00833","8.5","0.25","-10.6877278003","1.62035656346","0.629089206062",3.8
"1596",209,0,"4.0","16.5","19.0","7.0","0.0","0.0","0.175373","3.08804","0.86616","16.5","16.5","1.03167","10.5","1.125","-13.1105944714","1.98542034098","0.79916122727",3.8
"1597",209,0,"4.0","8.5",NA,"8.0","0.0","0.0",NA,NA,"0.730637","8.5","8.5","1.05167",NA,"-0.25","nan","nan","nan",3.8
"1598",209,0,"4.0","10.5","13.5","9.0","0.0","0.0",NA,NA,"0.13986","10.5","10.5","1.05167","7.5","1.0","-14.3636962601","1.91987687579","0.76756417133",3.8
"1599",209,0,"4.0","11.0","10.0","11.0","0.0","0.0",NA,NA,NA,"11.0","11.0","1.05167",NA,"1.4375","-14.5231100288","2.0344757531","0.84878556601",3.8
"1600",209,0,"4.0","15.0","13.0","9.0","0.0","0.16707","0.174916","4.16426e-05","0.344602","15.0","15.0","1.025","12.5","-0.25","-12.4695870958","1.4989568407","0.591528466172",3.8
"1601",209,0,"4.0","17.0","14.0","9.0","0.0","0.229233","0.219436","0.000102738","0.580353","17.0","17.0","1.01833","11.5","0.5","-12.5496607867","1.76126671275","0.679405924599",3.8
"1602",209,0,"86.0",NA,NA,"8.0","0.0","0.0",NA,NA,NA,"13.5",NA,"1.05167",NA,"0.4375","nan","nan","nan",3.8
"1603",209,0,"86.0",NA,"21.5","9.0","0.0","0.0",NA,NA,"0.978962","16.5",NA,"1.05167",NA,"0.9375","nan","nan","nan",3.8
"1604",209,0,"86.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.954991","15.5",NA,"1.025",NA,"1.625","nan","nan","nan",3.8
"1605",209,0,"86.0","16.0","20.0","8.0","0.0","0.0",NA,NA,"0.9614","16.0","16.0","1.05167",NA,"1.3125","-13.3074162879","2.01906652981","0.818081494573",3.8
"1606",209,0,"86.0","24.0","22.0","9.0","0.0","0.0",NA,NA,"0.0","24.0","24.0","1.015",NA,"0.1875","-10.6877278003","1.62035656346","0.629089206062",3.8
"1607",209,0,"86.0","17.5",NA,"9.0","0.0","0.0",NA,NA,"0.948277","17.5","17.5","1.05167",NA,"1.0","-12.8130319316","1.95917733616","0.757952587099",3.8
"1608",209,0,"86.0",NA,NA,"8.0","0.0","0.0",NA,NA,NA,"15.0",NA,"1.05167",NA,"-1.0","nan","nan","nan",3.8
"1609",209,0,"86.0",NA,NA,"8.0","0.0","0.0",NA,NA,NA,"17.5",NA,"1.04833",NA,"-0.1875","nan","nan","nan",3.8
"1610",210,0,"75.0",NA,NA,"8.0","0.0","0.0",NA,NA,NA,"16.5",NA,"1.05167",NA,"-0.6875",NA,NA,NA,0
"1611",211,0,"15.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0","13.0",NA,"1.05167","-0.5","-0.0625","nan","nan","nan",0
"1612",211,0,"15.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0","15.5",NA,"1.01833","-2.5","0.25","nan","nan","nan",0
"1613",211,0,"74.0",NA,NA,"8.0","0.0",NA,NA,NA,"0.163488","0.5",NA,"0.945","-3.5","2.9375","nan","nan","nan",0
"1614",211,0,"74.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0457025","-1.5",NA,"0.375","-3.5","-1.5625","nan","nan","nan",0
"1615",211,0,"74.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0589374","5.0",NA,"0.565","-3.5","7.25","nan","nan","nan",0
"1616",211,0,"74.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.183544","3.0",NA,"0.631667","-5.5","5.0625","nan","nan","nan",0
"1617",211,0,"74.0",NA,NA,"8.0","0.0","0.0",NA,NA,NA,"-2.0",NA,"0.835","-5.5","-5.375","nan","nan","nan",0
"1618",211,0,"74.0",NA,NA,"8.0","0.0",NA,NA,NA,"0.0874713","3.0",NA,"0.385","-2.5","-7.875","nan","nan","nan",0
"1619",211,0,"74.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.143202","-5.0",NA,"0.331667","-7.0","-2.5","nan","nan","nan",0
"1620",211,0,"74.0",NA,NA,"8.0","0.0",NA,NA,NA,"0.0877992","2.0",NA,"0.781667","-0.5","5.375","nan","nan","nan",0
"1621",211,0,"74.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0371438","-0.5",NA,"0.481667","-6.0","-0.8125","nan","nan","nan",0
"1622",211,0,"74.0",NA,NA,"8.0","0.0",NA,NA,NA,"0.20166","7.5",NA,"0.928333","-10.0","-2.0625","nan","nan","nan",0
"1623",211,0,"74.0",NA,NA,"8.0","0.0",NA,NA,NA,"0.0175196","-4.5",NA,"0.521667","5.5","0.0","nan","nan","nan",0
"1624",211,0,"74.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0899614","-0.5",NA,"0.621667","-2.5","0.875","nan","nan","nan",0
"1625",211,0,"74.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0912912","-1.0",NA,"0.345","-6.5","-1.25","nan","nan","nan",0
"1626",211,0,"74.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.192651","3.0",NA,"0.651667","-13.0","6.5","nan","nan","nan",0
"1627",211,0,"74.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.104069","8.5",NA,"0.591667","-3.5","5.6875","nan","nan","nan",0
"1628",212,0,"31.0","38.0",NA,"8.0","0.0","0.0",NA,NA,"0.0","16.5",NA,"0.975","-2.5","3.625","nan","nan","nan",3.6
"1629",212,0,"31.0","36.0",NA,"8.0","0.0","0.0",NA,NA,"0.0","24.0",NA,"0.991667","0.0","1.8125","nan","nan","nan",3.6
"1630",212,0,"31.0","35.5",NA,"8.0","0.0","0.0",NA,NA,"0.0","15.5",NA,"0.981667","-0.5","1.75","nan","nan","nan",3.6
"1631",212,0,"31.0","39.5",NA,"8.0","0.0","0.0",NA,NA,"0.0","20.0",NA,"0.978333","1.5","1.3125","nan","nan","nan",3.6
"1632",212,0,"31.0","39.5",NA,"8.0","0.0","0.0",NA,NA,"0.0","26.0",NA,"0.991667","1.0","2.5","nan","nan","nan",3.6
"1633",212,0,"31.0","35.5",NA,"8.0","0.0","0.0",NA,NA,"0.0","-4.0",NA,"0.511667","1.5","0.1875","nan","nan","nan",3.6
"1634",212,0,"31.0","30.5",NA,"8.0","0.0","0.0",NA,NA,"0.0","30.5",NA,"0.938333","2.0","0.5625","nan","nan","nan",3.6
"1635",212,0,"31.0","37.0",NA,"8.0","0.0","0.0",NA,NA,"0.0","21.5",NA,"0.961667","0.5","1.9375","nan","nan","nan",3.6
"1636",212,0,"31.0","31.5",NA,"8.0","0.0","0.0",NA,NA,"0.0","8.5",NA,"0.971667","2.0","0.5625","nan","nan","nan",3.6
"1637",212,0,"31.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0","18.0",NA,"0.761667","-3.0","7.0625","nan","nan","nan",3.6
"1638",212,0,"71.0","16.0","16.5","9.0","0.0","0.0",NA,NA,"0.721077","16.0","16.0","0.965","23.0","1.3125","-13.3074162879","2.01906652981","0.818081494573",3.6
"1639",212,0,"71.0","20.0","18.0","9.0","0.0","0.500108","0.561944","2.89201","0.739361","20.0","20.0","1.04833","20.0","-1.0","-10.7260281985","1.28329608652","0.48461547515",3.6
"1640",212,0,"71.0","21.5","24.5","9.0","0.0","0.745785","0.966482","14.1522","0.514008","21.5","21.5","1.015","18.0","0.25","-11.2073250582","1.61267879163","0.62612197712",3.6
"1641",212,0,"71.0","24.5","25.0","9.0","0.0","0.870568","1.09933","19.6212","0.967123","24.5","24.5","1.01167","20.0","-0.25","-10.2098849585","1.49341786396","0.566127626604",3.6
"1642",212,0,"71.0","19.0","19.5","7.0","0.0","0.0",NA,NA,"0.895453","18.0","18.0","0.958333","19.5","-0.1875","-11.8024840584","1.50481630697","0.586109901328",3.6
"1643",212,0,"71.0","17.0","13.5","9.0","0.0","0.0",NA,NA,"0.949046","17.0","17.0","1.03167",NA,"0.375","-12.4004902844","1.67150218627","0.667339213842",3.6
"1644",212,0,"71.0","16.0","21.5","9.0","0.0","0.0",NA,NA,"0.389318","16.0","16.0","1.05167","17.5","1.0","-13.2045751306","1.99846653428","0.781167463123",3.6
"1645",212,0,"71.0","22.0","12.0","9.0","0.0","0.688339","0.736393","2.81026","0.641209","22.0","22.0","1.02167","17.5","0.375","-11.3656278016","1.74892182156","0.66325249878",3.6
"1646",212,0,"71.0",NA,"17.5","8.0","0.0","0.0",NA,NA,"0.969413","15.0",NA,"0.998333",NA,"0.3125","nan","nan","nan",3.6
"1647",212,0,"71.0","22.5",NA,"9.0","0.0","0.832378","0.968952","0.0",NA,"22.5","22.5","1.015","18.0","0.0","-10.940116856","1.59662982545","0.609820216103",3.6
"1648",213,0,"3.0","15.0",NA,"8.0","0.0","0.0",NA,NA,NA,"11.5",NA,"1.05167",NA,"4.875","nan","nan","nan",0
"1649",213,0,"3.0","7.5",NA,"1.0","0.0","0.0",NA,NA,NA,"7.5","7.5","1.05167",NA,"0.6875","nan","nan","nan",0
"1650",213,0,"3.0","22.0","19.0","1.0","0.0","0.0",NA,NA,"1.0","22.0","22.0","1.00167","-4.5","-0.375","-10.7620674513","1.49331959348","0.55824219483",0
"1651",213,0,"3.0","21.5","17.0","1.0","0.0","0.0",NA,NA,"1.0","17.0","17.0","0.985","12.0","0.5625","-12.6040873201","1.7735869428","0.706962099349",0
"1652",213,0,"60.0","3.0",NA,"8.0","0.0","0.0",NA,NA,NA,"7.0",NA,"1.00167",NA,"-0.375","nan","nan","nan",0
"1653",213,0,"60.0","9.5","3.5","1.0","0.0","0.0",NA,NA,"0.908387","9.5","9.5","1.01167",NA,"-0.875","-13.1144151355","1.30234960818","0.503393131026",0
"1654",213,0,"60.0","18.0","21.5","1.0","0.0","0.0",NA,NA,"0.999744","12.5","12.5","0.991667",NA,"-0.3125","-13.0032546031","1.47093352041","0.591869313147",0
"1655",213,0,"60.0","20.0","16.5","1.0","0.0","0.0",NA,NA,"0.99808","20.0","20.0","0.995",NA,"0.125","-11.5749566066","1.65364949691","0.626417217827",0
"1656",213,0,"60.0","12.0","12.0","1.0","0.0","0.0",NA,NA,"0.978109","12.0","12.0","1.01167",NA,"-0.6875","-12.8078238305","1.3659857943","0.535016490942",0
"1657",213,0,"60.0","9.0","8.0","1.0","0.0","0.0",NA,NA,"0.948797","9.0","9.0","1.00167",NA,"-0.3125","nan","nan","nan",0
"1658",214,0,"64.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0366164","6.5",NA,"0.465","-2.5","-1.9375","nan","nan","nan",0
"1659",214,0,"64.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0253272","-6.0",NA,"1.02833","2.0","-0.75","nan","nan","nan",0
"1660",214,0,"64.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0273806","5.5",NA,"0.208333","-2.5","4.1875","nan","nan","nan",0
"1661",214,0,"64.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0889588","-5.0",NA,"1.05167","4.0","-2.875","nan","nan","nan",0
"1662",215,0,"15.0",NA,NA,"8.0","0.0","0.0",NA,NA,NA,"-12.0",NA,"1.025",NA,"-0.125","nan","nan","nan",0
"1663",215,0,"15.0",NA,NA,"8.0","0.0","0.0",NA,NA,NA,"3.5",NA,"0.548333","-9.0","5.125","nan","nan","nan",0
"1664",215,0,"15.0",NA,NA,"8.0","0.0","0.0",NA,NA,NA,"-1.0",NA,"0.408333",NA,"1.0","nan","nan","nan",0
"1665",216,0,"45.0",NA,NA,"8.0","0.0","0.0",NA,NA,NA,"2.5",NA,"0.421667",NA,"2.625","nan","nan","nan",0
"1666",216,0,"45.0",NA,NA,"8.0","0.0","0.0",NA,NA,NA,"5.0",NA,"1.05167","8.5","7.9375","nan","nan","nan",0
"1667",216,0,"45.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0139358","5.0",NA,"0.468333",NA,"4.5625","nan","nan","nan",0
"1668",216,0,"59.0",NA,NA,"6.0","0.0","0.0",NA,NA,"0.0845495","-2.5",NA,"0.711667","0.0","-0.125","nan","nan","nan",0
"1669",216,0,"59.0","5.5",NA,"8.0","0.0","0.0",NA,NA,"0.324271","5.5",NA,"0.728333","-7.0","-1.0625","nan","nan","nan",0
"1670",216,0,"59.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.123805","11.0",NA,"0.808333","-10.0","2.0625","nan","nan","nan",0
"1671",216,0,"59.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.27156","8.5",NA,"0.731667","-4.0","0.4375","nan","nan","nan",0
"1672",216,0,"59.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.205002","9.5",NA,"0.485","3.5","3.1875","nan","nan","nan",0
"1673",216,0,"59.0","5.5",NA,"6.0","0.0","0.0",NA,NA,"0.736503","5.5","5.5","0.685","-7.0","0.8125","nan","nan","nan",0
"1674",217,0,"12.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0","-16.0",NA,"1.05167","1.0","0.8125","nan","nan","nan",0
"1675",217,0,"12.0","0.5",NA,"8.0","0.0","0.0",NA,NA,NA,"-10.5",NA,"0.808333","2.0","-0.625","nan","nan","nan",0
"1676",217,0,"12.0",NA,NA,"8.0","0.0","0.0",NA,NA,NA,"-11.0",NA,"0.388333","-5.0","-3.6875","nan","nan","nan",0
"1677",217,0,"12.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0","-17.0",NA,"1.05167","-2.5","0.375","nan","nan","nan",0
"1678",217,0,"12.0",NA,NA,"8.0","0.0","0.0",NA,NA,NA,"-3.5",NA,"0.688333","0.5","2.25","nan","nan","nan",0
"1679",217,0,"12.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0","-16.0",NA,"1.05167","-9.0","0.0","nan","nan","nan",0
"1680",218,0,"76.0","29.0",NA,"1.0","0.0","1.51546","1.51546","0.975596","0.847279","29.0","29.0","0.995",NA,"1.25","-10.2728297629","2.03713522681","0.784014386573",0.5
"1681",218,0,"76.0","29.0","16.5","1.0","0.0","1.88149","1.88149","5.81146e-05","0.413711","29.0","29.0","0.995","-10.0","0.875","-10.1280774412","1.93990355062","0.757750474653",0.5
"1682",218,0,"96.0",NA,"14.0","9.0","0.0","0.0",NA,NA,"0.300638","10.0",NA,"1.04833","12.5","-1.6875","nan","nan","nan",0.5
"1683",218,0,"96.0","19.5",NA,"9.0","0.0","0.654908","0.639849","-0.000206162","0.45948","19.5","19.5","0.991667","10.0","0.5","-11.9309867392","1.75887503749","0.67169994796",0.5
"1684",218,0,"96.0",NA,"36.5","9.0","0.0","0.0",NA,NA,"0.558978","29.0",NA,"0.991667","10.5","1.5625","nan","nan","nan",0.5
"1685",218,0,"96.0","25.0","11.5","9.0","0.0","1.15121","1.15301","-2.76614","0.939545","25.0","25.0","0.995",NA,"-0.1875","-10.1669347709","1.50724010926","0.579020145557",0.5
"1686",219,0,"17.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0","4.0",NA,"1.025",NA,"3.875","nan","nan","nan",0
"1687",219,0,"17.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0","-0.5",NA,"0.921667","6.5","3.0","nan","nan","nan",0
"1688",219,0,"17.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0","7.5",NA,"1.01833",NA,"0.4375","nan","nan","nan",0
"1689",220,0,"82.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.19106","4.5",NA,"0.338333","3.5","0.5","nan","nan","nan",0
"1690",220,0,"82.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0838139","6.5",NA,"0.741667","3.0","3.5","nan","nan","nan",0
"1691",220,0,"82.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0627133","6.0",NA,"0.348333","2.5","3.1875","nan","nan","nan",0
"1692",220,0,"82.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.110002","8.5",NA,"0.835","2.5","3.8125","nan","nan","nan",0
"1693",220,0,"82.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.525361","5.5",NA,"0.508333","0.0","0.25","nan","nan","nan",0
"1694",220,0,"82.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0559679","11.0",NA,"0.865","1.0","4.8125","nan","nan","nan",0
"1695",221,0,"55.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0","14.0",NA,"0.805","11.0","3.25","nan","nan","nan",0
"1696",221,0,"55.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0","-8.5",NA,"0.808333","5.5","0.75","nan","nan","nan",0
"1697",221,0,"55.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0","-7.0",NA,"0.725","3.5","1.75","nan","nan","nan",0
"1698",221,0,"55.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0","4.5",NA,"0.785","-1.5","0.0","nan","nan","nan",0
"1699",221,0,"55.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0","11.5",NA,"0.841667","-9.5","-0.5625","nan","nan","nan",0
"1700",221,0,"55.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0","9.5",NA,"0.958333","-2.0","-0.5625","nan","nan","nan",0
"1701",222,0,"38.0",NA,NA,"8.0","0.0","0.0",NA,NA,NA,"10.0",NA,"1.04167",NA,"-4.9375",NA,NA,NA,0
"1702",223,0,"55.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0","-10.0",NA,"0.635",NA,"0.3125","nan","nan","nan",0
"1703",223,0,"55.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0","-0.5",NA,"0.641667","-1.5","-7.375","nan","nan","nan",0
"1704",223,0,"55.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0","-10.0",NA,"0.908333","0.0","3.6875","nan","nan","nan",0
"1705",223,0,"55.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0","4.0",NA,"0.865","4.0","7.5625","nan","nan","nan",0
"1706",223,0,"55.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0","-10.0",NA,"1.05167",NA,"0.3125","nan","nan","nan",0
"1707",223,0,"55.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0","6.5",NA,"0.998333","0.5","-3.0","nan","nan","nan",0
"1708",224,0,"13.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0","-16.5",NA,"0.891667","-5.5","-1.125","nan","nan","nan",0
"1709",224,0,"13.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0","16.0",NA,"0.738333","2.0","3.375","nan","nan","nan",0
"1710",224,0,"13.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0","1.5",NA,"0.381667","5.5","3.125","nan","nan","nan",0
"1711",224,0,"13.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0","-11.5",NA,"0.945","6.5","1.9375","nan","nan","nan",0
"1712",224,0,"13.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0","-3.5",NA,"0.881667","11.0","7.9375","nan","nan","nan",0
"1713",224,0,"13.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0","0.5",NA,"0.908333","9.5","3.625","nan","nan","nan",0
"1714",225,0,"22.0",NA,NA,"7.0","0.0","0.0",NA,NA,"0.316493","7.5",NA,"0.768333",NA,"0.1875","nan","nan","nan",0
"1715",225,0,"22.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0120474","-1.0",NA,"0.915",NA,"-7.875","nan","nan","nan",0
"1716",225,0,"22.0","8.5",NA,"8.0","0.0","0.0",NA,NA,"0.332401","8.5",NA,"0.951667","-14.5","3.75","nan","nan","nan",0
"1717",225,0,"22.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.025288","10.0",NA,"0.878333","2.0","3.5625","nan","nan","nan",0
"1718",225,0,"22.0",NA,NA,"8.0","0.0",NA,NA,NA,"0.306241","6.0",NA,"0.961667","-9.0","-0.9375","nan","nan","nan",0
"1719",225,0,"22.0","5.0",NA,"8.0","0.0","0.0",NA,NA,"0.1214","0.0",NA,"0.828333","-4.5","-1.3125","nan","nan","nan",0
"1720",225,0,"22.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.427341","6.5",NA,"0.868333","-16.0","3.6875","nan","nan","nan",0
"1721",225,0,"22.0","5.5",NA,"8.0","0.0","0.0",NA,NA,"0.308791","3.0",NA,"0.788333","-10.0","3.75","nan","nan","nan",0
"1722",225,0,"22.0","-8.0",NA,"8.0","0.0",NA,NA,NA,"0.0112046","11.5",NA,"0.208333","-11.0","3.8125","nan","nan","nan",0
"1723",225,0,"22.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0547258","13.0",NA,"0.871667","-14.5","2.75","nan","nan","nan",0
"1724",225,0,"22.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0606756","9.5",NA,"0.805","-5.5","3.125","nan","nan","nan",0
"1725",225,0,"22.0",NA,NA,"8.0","0.0",NA,NA,NA,"0.0757668","9.0",NA,"0.631667","-10.0","1.4375","nan","nan","nan",0
"1726",225,0,"22.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0556975","9.0",NA,"0.645","-3.5","3.5","nan","nan","nan",0
"1727",226,0,"32.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0134233","12.0",NA,"0.761667",NA,"4.5625","nan","nan","nan",0
"1728",226,0,"32.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0688987","11.0",NA,"0.665",NA,"2.0","nan","nan","nan",0
"1729",226,0,"32.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.647082","14.0",NA,"0.885",NA,"1.25","nan","nan","nan",0
"1730",226,0,"32.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.0912157","10.0",NA,"0.618333",NA,"1.0625","nan","nan","nan",0
"1731",226,0,"32.0",NA,"15.0","9.0","0.0","0.0",NA,NA,"0.0324899","12.0",NA,"0.871667",NA,"4.125","nan","nan","nan",0
"1732",226,0,"32.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.00684706","8.5",NA,"0.305",NA,"0.1875","nan","nan","nan",0
"1733",227,0,"97.0",NA,NA,"8.0","0.0","0.0",NA,NA,"0.718525","-6.0",NA,"1.05167",NA,"-3.125","nan","nan","nan",0
"1734",227,0,"97.0",NA,NA,"8.0","0.0","0.0",NA,NA,NA,"-8.0",NA,"1.05167",NA,"-3.875","nan","nan","nan",0
"1735",227,0,"97.0",NA,NA,"8.0","0.0","0.0",NA,NA,NA,"-6.5",NA,"0.945",NA,"-1.6875","nan","nan","nan",0
"1736",227,0,"97.0","6.5",NA,"8.0","0.0","0.0",NA,NA,NA,"-6.5",NA,"1.05167",NA,"2.875","nan","nan","nan",0
"1737",228,0,"73.0",NA,NA,"8.0","0.0","0.0",NA,NA,NA,"-9.5",NA,"0.781667",NA,"4.0","nan","nan","nan",0
"1738",228,0,"73.0",NA,NA,"8.0","0.0","0.0",NA,NA,NA,"5.0",NA,"1.00167",NA,"7.9375","nan","nan","nan",0
"1739",229,0,"5.0","19.5",NA,"8.0","0.0","0.0",NA,NA,"0.993821","7.5",NA,"1.01167",NA,"1.0625","nan","nan","nan",0
"1740",229,0,"3.0","17.0",NA,"8.0","0.0","0.0",NA,NA,NA,"11.5",NA,"1.05167",NA,"2.75","nan","nan","nan",0
"1741",230,0,"57.0",NA,NA,"8.0","0.0","0.0",NA,NA,NA,"8.0",NA,"0.968333","14.5","7.9375","nan","nan","nan",0
"1742",230,0,"57.0",NA,NA,"8.0","0.0","0.0",NA,NA,NA,"1.5",NA,"0.875","9.0","-1.375","nan","nan","nan",0
