index,predicted-year,id
5156,1994,32995
5157,2013,34689
5158,2005,57672
5159,2000,32099
5160,2000,58272
5161,2000,57563
5162,1997,28076
5163,1997,59545
5164,1995,29545
5165,1997,38410
5166,2000,18256
5167,1991,53453
5168,2008,24673
5169,1994,57880
5170,1995,43189
5171,2009,31646
5172,1980,58111
5173,2003,18707
5174,2013,71471
5175,2000,26916
5176,2007,53091
5177,2008,38615
5178,1996,12532
5179,1994,17623
5180,2000,5325
5181,2004,73663
5182,2000,18972
5183,1960,57640
5184,1963,47167
5185,2008,33898
5186,2005,72771
5187,2010,28395
5188,2000,16725
5189,1987,41832
5190,1990,71565
5191,2013,64667
5192,1974,20264
5193,1991,60701
5194,1984,58547
5195,1996,34945
5196,1991,8678
5197,1990,339
5198,2008,25320
5199,2010,58331
5200,1982,61013
5201,1980,46956
5202,1997,18843
5203,2011,2954
5204,1983,40369
5205,1997,2105
5206,2011,35820
5207,1996,14851
5208,2008,23107
5209,2008,24454
5210,1982,13451
5211,1982,49394
5212,2008,72324
5213,2013,27148
5214,2011,71772
5215,2007,20060
5216,2007,66415
5217,2005,40364
5218,2000,11658
5219,1997,26373
5220,2006,73449
5221,2008,26594
5222,2003,37591
5223,1990,31423
5224,2003,70882
5225,2013,6632
5226,1983,50227
5227,1984,12929
5228,2000,45710
5229,1997,909
5230,1996,53763
5231,1986,21729
5232,2004,74041
5233,1980,46928
5234,2013,71824
5235,1980,67985
5236,2000,1858
5237,2012,17335
5238,2011,4826
5239,1997,5841
5240,1995,37782
5241,1990,67673
5242,1997,42836
5243,2011,72454
5244,1997,58939
5245,1995,36430
5246,2013,45103
5247,2004,14247
5248,2000,47892
5249,2002,45122
5250,1995,64405
5251,2013,25657
5252,1995,35841
5253,1994,22373
5254,1997,22527
5255,1984,63788
5256,1993,63209
5257,2013,72778
5258,2006,12937
5259,2012,43334
5260,2007,63123
5261,2003,62433
5262,2000,7389
5263,2011,11866
5264,2000,42168
5265,2007,12345
5266,2008,23095
5267,2000,18835
5268,2000,6422
5269,1984,44091
5270,2008,157
5271,1991,16782
5272,1988,40576
5273,2008,48184
5274,1997,10250
5275,1994,29343
5276,2004,4157
5277,1997,19367
5278,2012,43225
5279,2005,59233
5280,1995,23074
5281,2008,14379
5282,1990,33764
5283,2007,40956
5284,2011,25637
5285,1987,12417
5286,2000,50993
5287,1997,41910
5288,1987,55915
5289,1998,15386
5290,1990,25294
5291,2005,50842
5292,2013,59832
5293,1998,55502
5294,2000,41851
5295,2008,5130
5296,2012,56691
5297,1976,25261
5298,1986,7371
5299,1976,31160
5300,2012,68321
5301,1983,1891
5302,2011,25827
5303,1990,26742
5304,2000,1779
5305,2003,56646
5306,1990,55372
5307,1972,39339
5308,1981,555
5309,2007,4007
5310,2000,23038
5311,2009,36616
5312,1994,27862
5313,2002,41815
5314,1992,62086
5315,2011,31246
5316,2003,58973
5317,1997,23253
5318,2008,17510
5319,1996,29651
5320,2012,26767
5321,2004,51327
5322,2000,1079
5323,2005,17712
5324,2007,13830
5325,2013,73355
5326,1990,68520
5327,1982,9163
5328,2005,6328
5329,2005,55791
5330,1994,67225
5331,2003,73529
5332,2012,21259
5333,2000,14348
5334,2008,51241
5335,1990,54303
5336,1998,43293
5337,2008,73352
5338,2000,55333
5339,2004,27269
5340,2013,7195
5341,1982,69350
5342,2000,67947
5343,1972,68677
5344,1998,50680
5345,1989,14493
5346,1978,60571
5347,2005,50240
5348,2000,38116
5349,2000,38279
5350,2005,39970
5351,2013,11169
5352,2013,4340
5353,1987,28576
5354,1997,55202
5355,2003,58934
5356,2013,31852
5357,1987,35762
5358,2003,68902
5359,2008,55321
5360,1972,25543
5361,2008,10481
5362,2008,29491
5363,2006,73234
5364,2008,52912
5365,2007,37502
5366,2000,55461
5367,1974,37176
5368,1988,6914
5369,1997,8087
5370,2002,35393
5371,1982,36699
5372,2009,35366
5373,2007,61922
5374,2013,18436
5375,2000,35697
5376,2013,79
5377,2000,22392
5378,1998,18011
5379,1995,48236
5380,2000,55859
5381,2010,21829
5382,2004,23118
5383,2000,57746
5384,1971,73778
5385,1997,52132
5386,2004,35617
5387,2000,31601
5388,1997,48023
5389,2003,46349
5390,1980,2871
5391,2012,26026
5392,2007,60603
5393,1982,39332
5394,2009,17671
5395,2003,1812
5396,2004,69930
5397,2008,63822
5398,2008,38322
5399,1996,15953
5400,2008,67701
5401,2012,38925
5402,1972,8392
5403,2012,53797
5404,1972,47127
5405,1985,28956
5406,1972,72444
5407,2000,51357
5408,2000,31006
5409,1997,47518
5410,2003,49868
5411,1994,33262
5412,2010,47660
5413,2013,65663
5414,2000,5362
5415,2000,11304
5416,2007,33873
5417,1985,20653
5418,1982,24522
5419,1982,48642
5420,2000,44302
5421,2008,39916
5422,2006,6136
5423,2000,32728
5424,2009,4232
5425,2007,46328
5426,2003,22233
5427,2013,38917
5428,1997,34999
5429,1965,11815
5430,2008,17050
5431,1991,45530
5432,1987,46279
5433,2013,7435
5434,1996,28415
5435,2003,2671
5436,2013,21853
5437,1991,66088
5438,1986,58583
5439,1996,45595
5440,2000,52031
5441,2000,46910
5442,2013,10473
5443,1997,43671
5444,2007,55341
5445,2013,3147
5446,2003,50008
5447,2000,48218
5448,2008,38584
5449,2003,52468
5450,2000,25735
5451,2008,41750
5452,2000,43913
5453,2003,65608
5454,2013,18395
5455,2003,50250
5456,2008,65606
5457,2012,23959
5458,2011,60916
5459,1997,7561
5460,2000,65948
5461,2008,73777
5462,1994,1902
5463,1997,21852
5464,1974,61554
5465,1996,25140
5466,2008,40916
5467,2010,36536
5468,1982,50515
5469,2008,63682
5470,2012,32375
5471,1960,37485
5472,1997,17626
5473,2008,25519
5474,1982,30994
5475,1983,40194
5476,1997,6313
5477,1997,10298
5478,1991,5798
5479,1995,72044
5480,1986,54711
5481,1997,73622
5482,2013,34720
5483,1995,62376
5484,1979,44307
5485,2000,40164
5486,2013,71423
5487,2007,36971
5488,2008,64892
5489,2007,32335
5490,1987,1039
5491,2000,62121
5492,2000,49444
5493,1995,70889
5494,1960,38825
5495,1977,60564
5496,2003,4607
5497,2011,55585
5498,1972,46142
5499,2013,5321
5500,2000,21063
5501,2003,65889
5502,2008,43242
5503,2008,54125
5504,2008,29354
5505,1998,10771
5506,2007,52765
5507,1997,32789
5508,2008,49464
5509,2012,22230
5510,2000,30384
5511,1987,58841
5512,1987,16630
5513,1989,31128
5514,2007,50951
5515,2003,60346
5516,2000,9407
5517,1997,28549
5518,1991,45928
5519,2013,45671
5520,2006,61117
5521,1960,11320
5522,2000,57042
5523,2008,28974
5524,1997,73568
5525,2005,14514
5526,1997,9535
5527,2009,11536
5528,2009,36830
5529,2003,3651
5530,2013,54112
5531,1972,32208
5532,2007,35560
5533,2012,7766
5534,2012,2263
5535,2011,20490
5536,1974,29587
5537,2000,41657
5538,1976,24238
5539,2011,41957
5540,1983,66351
5541,1997,30088
5542,2000,69641
5543,2007,56609
5544,1986,44396
5545,1980,50302
5546,2009,41381
5547,1978,16976
5548,1995,22559
5549,2003,72214
5550,2000,72301
5551,2009,40399
5552,2004,10146
5553,2008,25473
5554,2003,61935
5555,1984,39233
5556,1982,15251
5557,1999,62631
5558,2008,6149
5559,1988,26138
5560,2000,74083
5561,1974,45232
5562,1968,66275
5563,2010,63500
5564,1995,19566
5565,1996,37031
5566,1988,8997
5567,2008,52447
5568,2003,46218
5569,2004,28454
5570,2000,7008
5571,1991,21588
5572,2003,2568
5573,2000,56810
5574,2008,31278
5575,2003,65120
5576,2007,66645
5577,2012,28389
5578,1985,27800
5579,2000,72248
5580,2004,62293
5581,2011,58428
5582,1972,27229
5583,2013,8599
5584,1995,71511
5585,2003,5559
5586,2008,70181
5587,1997,64146
5588,1991,50457
5589,2003,6399
5590,2005,64787
5591,2000,27659
5592,1994,15812
5593,1997,42802
5594,1997,66336
5595,2000,29371
5596,1974,47873
5597,1997,16376
5598,2000,8281
5599,2012,26428
5600,1997,72949
5601,2003,33264
5602,1996,68247
5603,2005,68147
5604,1987,63722
5605,2007,27749
5606,1984,24273
5607,2012,64599
5608,1986,44330
5609,1997,15395
5610,1994,16259
5611,2004,7165
5612,2010,26558
5613,1984,471
5614,2000,11097
5615,2000,34544
5616,2000,51190
5617,1997,19871
5618,2002,37070
5619,1984,64618
5620,2006,35033
5621,2008,42714
5622,1991,14133
5623,1982,1086
5624,1991,71654
5625,1998,37279
5626,2009,2303
5627,1996,49711
5628,2000,64204
5629,1997,7683
5630,1970,11723
5631,2007,71846
5632,2003,49353
5633,2011,54920
5634,1974,68841
5635,1991,56019
5636,2008,29948
5637,2003,51352
5638,2008,68392
5639,2012,46967
5640,1995,29644
5641,1972,19417
5642,2003,17275
5643,1984,48950
5644,2003,33091
5645,1995,3314
5646,2003,65653
5647,1980,56450
5648,2003,21998
5649,2000,1019
5650,1990,59750
5651,2008,23541
5652,2011,4313
5653,2004,16297
5654,2003,54942
5655,2011,38566
5656,1988,2766
5657,2003,2914
5658,1997,16848
5659,1997,38920
5660,2009,19392
5661,2011,56067
5662,1995,39574
5663,1976,21496
5664,2009,41223
5665,2003,1656
5666,2008,62922
5667,1982,51084
5668,1991,44920
5669,1991,44074
5670,1997,36157
5671,1997,27134
5672,1974,67439
5673,2000,61580
5674,2009,11114
5675,2008,54778
5676,2013,28369
5677,1992,38036
5678,2000,63684
5679,1984,42589
5680,1996,42631
5681,1984,19224
5682,2006,59550
5683,1995,22427
5684,1990,22370
5685,2008,9389
5686,2007,10239
5687,2005,10485
5688,2008,15900
5689,1993,13037
5690,1987,71020
5691,1984,9798
5692,2003,52144
5693,1972,21002
5694,1987,40127
5695,2010,18454
5696,2011,50356
5697,2003,13363
5698,1997,54367
5699,1996,26911
5700,2006,3578
5701,1977,44596
5702,1974,74140
5703,2008,63811
5704,1996,28786
5705,2005,7816
5706,2000,42607
5707,1991,21753
5708,1991,39192
5709,1974,68985
5710,1998,45570
5711,2008,51634
5712,1984,48005
5713,1994,11180
5714,2008,29294
5715,2008,47415
5716,1997,21707
5717,1991,3244
5718,1997,31285
5719,2012,29760
5720,2008,46116
5721,2000,57300
5722,2012,10686
5723,2013,22114
5724,2008,53034
5725,1992,35238
5726,1998,71124
5727,1995,3883
5728,2000,71876
5729,1986,42488
5730,1984,17707
5731,1997,73985
5732,2008,6569
5733,2008,42918
5734,1960,11272
5735,1995,70983
5736,1974,51938
5737,2003,59980
5738,1974,44830
5739,1997,57109
5740,2006,26417
5741,2003,44335
5742,2000,36804
5743,2008,60738
5744,1974,14018
5745,2008,60834
5746,2003,66311
5747,1997,49154
5748,2009,2722
5749,2003,18603
5750,1991,13095
5751,1986,69509
5752,1997,48113
5753,1997,47796
5754,1976,53665
5755,2000,68726
5756,2003,33312
5757,2012,51974
5758,2006,30295
5759,1986,45084
5760,2000,24182
5761,2004,2378
5762,1960,27969
5763,2003,47815
5764,2013,38131
5765,1983,41409
5766,1984,58843
5767,1997,7155
5768,2000,70890
5769,2004,28566
5770,1997,52521
5771,1995,21109
5772,2006,56044
5773,2008,56497
5774,2008,30314
5775,1970,71285
5776,1960,31336
5777,1960,13504
5778,2007,890
5779,2000,29686
5780,2009,70790
5781,2007,8050
5782,2003,26870
5783,2008,54235
5784,2008,70822
5785,2010,69558
5786,2007,43083
5787,1999,50678
5788,2010,40475
5789,2000,73570
5790,2000,53625
5791,1960,32043
5792,2000,19093
5793,2008,26226
5794,1974,64372
5795,2000,60204
5796,2012,22322
5797,1997,12604
5798,1997,18726
5799,1995,40647
5800,2000,35635
5801,1984,23867
5802,2003,831
5803,2008,11544
5804,2000,26427
5805,2000,59034
5806,1997,30762
5807,2000,45769
5808,2000,15369
5809,2009,64439
5810,2009,27716
5811,1980,43746
5812,1976,1258
5813,1983,27915
5814,2000,50609
5815,2011,30576
5816,1972,10552
5817,2003,19162
5818,1997,10602
5819,1960,74061
5820,2003,1129
5821,2006,22731
5822,1995,63963
5823,2008,47901
5824,2000,25453
5825,1987,15593
5826,2000,43735
5827,2009,71581
5828,2008,2610
5829,2009,30385
5830,1988,25705
5831,1997,84
5832,2011,72971
5833,2000,17017
5834,1996,67339
5835,1997,59063
5836,1960,43498
5837,2008,21201
5838,2005,14214
5839,2000,22531
5840,2006,42743
5841,2008,73530
5842,2010,24728
5843,2008,12917
5844,1982,72049
5845,2012,7886
5846,2000,27240
5847,2000,11896
5848,1988,2256
5849,1994,13144
5850,2008,9441
5851,1990,60363
5852,1995,71982
5853,1997,16366
5854,2000,47989
5855,1972,17134
5856,2000,71408
5857,1997,42444
5858,2000,30491
5859,1999,45647
5860,2003,47807
5861,1990,18280
5862,1967,54782
5863,2012,8808
5864,1997,4739
5865,1999,62079
5866,2000,42254
5867,1996,30208
5868,1985,48929
5869,1993,24428
5870,2000,72973
5871,2010,2835
5872,1990,66864
5873,1974,6672
5874,2003,73012
5875,2009,2147
5876,2000,29912
5877,2004,66073
5878,2008,23706
5879,2010,20683
5880,1984,26030
5881,2011,73806
5882,1986,45196
5883,1999,45873
5884,2013,38827
5885,1974,3845
5886,1997,70843
5887,2003,18778
5888,2000,13003
5889,2010,51789
5890,1998,59142
5891,2008,11524
5892,1997,41779
5893,1996,24482
5894,1972,33790
5895,2000,1393
5896,1991,1528
5897,1997,13253
5898,2013,45257
5899,2007,23166
5900,2003,32374
5901,2000,60424
5902,1988,66048
5903,2007,30024
5904,1995,60495
5905,2000,70121
5906,1997,49496
5907,2009,60992
5908,1995,11133
5909,2007,18360
5910,2012,7843
5911,1995,61882
5912,2008,12365
5913,1997,20380
5914,1997,9471
5915,1993,67200
5916,2000,45743
5917,2008,56137
5918,1987,57124
5919,2012,15122
5920,2003,19607
5921,2000,38699
5922,1997,17044
5923,1996,23555
5924,2000,62543
5925,2000,41530
5926,2004,73794
5927,2000,14897
5928,2009,45756
5929,2008,43399
5930,1991,59151
5931,2004,45324
5932,2000,66160
5933,1995,61713
5934,1976,45824
5935,2011,35333
5936,1982,27727
5937,2007,4043
5938,1995,1236
5939,2013,73674
5940,2013,39950
5941,1990,61709
5942,2013,26572
5943,2000,48404
5944,1995,57309
5945,2008,61084
5946,1983,30973
5947,2000,33692
5948,2003,38471
5949,2004,28300
5950,1990,18756
5951,1986,48805
5952,1986,40760
5953,1987,27533
5954,1990,17558
5955,1982,56680
5956,2008,13870
5957,1991,72394
5958,2008,38550
5959,1991,21894
5960,1990,58715
5961,1996,53906
5962,2003,57839
5963,2004,20499
5964,2006,59480
5965,2008,72464
5966,2008,44625
5967,2008,21642
5968,2000,44317
5969,1974,27528
5970,2003,13999
5971,1990,18029
5972,1989,4307
5973,2013,17607
5974,2007,36153
5975,2005,10437
5976,1960,31886
5977,2000,49736
5978,2005,55578
5979,1991,35956
5980,2000,2321
5981,2000,14965
5982,1974,60152
5983,2006,41911
5984,1988,36224
5985,2011,46079
5986,2003,43718
5987,2006,47885
5988,1989,17836
5989,2013,69512
5990,2006,58832
5991,2013,21864
5992,2003,45332
5993,1991,15487
5994,2010,45417
5995,2008,12176
5996,2000,65503
5997,2006,42181
5998,2013,43263
5999,1999,13599
6000,1974,55168
6001,2008,52170
6002,1985,69552
6003,2006,43020
6004,1983,62834
6005,2008,45193
6006,2000,9823
6007,2007,38118
6008,1991,64748
6009,2000,22570
6010,2003,72295
6011,1998,30293
6012,2013,5155
6013,1998,21799
6014,2006,16318
6015,2007,62063
6016,1998,22494
6017,2008,52106
6018,1996,9181
6019,2012,69561
6020,2008,39156
6021,2000,72400
6022,1991,64875
6023,2013,38588
6024,1982,57175
6025,1993,54188
6026,1972,22901
6027,2000,50167
6028,2006,63420
6029,1987,60004
6030,1997,68350
6031,1988,48009
6032,2003,16158
6033,1999,49027
6034,1997,16740
6035,2008,7271
6036,2013,58828
6037,1974,68205
6038,2003,23711
6039,2000,64954
6040,1983,44052
6041,2003,59463
6042,2004,41390
6043,1997,28873
6044,2000,47997
6045,2000,10666
6046,2003,31959
6047,1985,63800
6048,2008,49604
6049,1997,44416
6050,1997,44781
6051,2008,51629
6052,1976,21640
6053,1987,58362
6054,1997,32978
6055,1997,46483
6056,1995,61798
6057,1988,50912
6058,2003,6878
6059,2005,69178
6060,2003,52500
6061,2008,47309
6062,1983,25464
6063,1974,2619
6064,2003,59786
6065,1997,61362
6066,2000,1409
6067,2008,33814
6068,1982,57656
6069,1998,36164
6070,1987,42111
6071,2000,20071
6072,1997,4173
6073,2010,29336
6074,1997,8895
6075,1986,37585
6076,1995,27920
6077,2004,36623
6078,2012,42561
6079,1997,38213
6080,2004,41130
6081,2008,9229
6082,1995,57246
6083,1995,54437
6084,2013,67457
6085,2006,12200
6086,1990,64641
6087,1996,74066
6088,1997,53599
6089,2003,29553
6090,1996,38981
6091,2004,45790
6092,2003,15359
6093,2000,70444
6094,1998,27417
6095,1974,32990
6096,2000,6954
6097,2000,39949
6098,2003,13844
6099,2011,8616
6100,1985,23196
6101,2000,57289
6102,1994,321
6103,1997,64220
6104,2011,57784
6105,2009,42372
6106,1997,1323
6107,2008,35818
6108,2003,53582
6109,1995,34145
6110,1997,43203
6111,2000,7989
6112,2007,31770
6113,1997,7642
6114,2000,23953
6115,1995,58548
6116,2008,59670
6117,1986,45984
6118,2004,33249
6119,2000,55274
6120,1984,10110
6121,2004,12162
6122,1991,73731
6123,1995,46221
6124,1974,16323
6125,2003,35768
6126,2008,51490
6127,1983,16043
6128,2006,11067
6129,1982,40224
6130,2009,72732
6131,2000,10192
6132,2009,21173
6133,2012,42614
6134,2007,3134
6135,2013,29179
6136,1997,61955
6137,1990,40206
6138,1980,22397
6139,2000,37209
6140,1996,9747
6141,2013,27133
6142,2002,45961
6143,2009,44992
6144,1982,58735
6145,2008,59919
6146,1997,48754
6147,2000,4941
6148,2005,14162
6149,2004,41664
6150,2000,8726
6151,1990,20119
6152,2000,39828
6153,2007,20897
6154,2013,49179
6155,2004,15959
6156,1999,50702
6157,1997,7289
6158,2003,28202
6159,1974,14228
6160,2011,13179
6161,1998,28776
6162,2011,17029
6163,2000,22090
6164,2011,2592
6165,2005,65795
6166,1974,35750
6167,2008,71037
6168,1992,32017
6169,1995,19850
6170,1996,34784
6171,1995,49152
6172,1997,49471
6173,2010,39481
6174,1997,59281
6175,2003,42008
6176,2013,74227
6177,1974,1151
6178,1984,28819
6179,1978,26933
6180,1997,19145
6181,2013,21762
6182,2008,36515
6183,2010,59087
6184,2010,65074
6185,1974,18675
6186,1996,4973
6187,1984,60600
6188,1988,54899
6189,2012,21193
6190,2000,72247
6191,2013,60219
6192,2009,49939
6193,1997,26082
6194,2000,65857
6195,2000,14271
6196,1980,37217
6197,1991,69567
6198,2003,28821
6199,1995,18163
6200,1960,23963
6201,1974,33945
6202,2008,46782
6203,1997,27860
6204,2008,66775
6205,1995,3684
6206,2006,69096
6207,1997,41953
6208,1996,14204
6209,2011,7566
6210,2008,51526
6211,2010,68708
6212,1983,19982
6213,1998,64010
6214,1986,63369
6215,2000,23121
6216,2000,73393
6217,2007,24965
6218,2000,69779
6219,2002,52209
6220,1984,69555
6221,2007,70710
6222,2006,43647
6223,2003,58970
6224,1997,9449
6225,2004,24495
6226,2013,71103
6227,1996,40473
6228,2010,72040
6229,2003,64911
6230,1994,8111
6231,2011,24108
6232,2010,14694
6233,2013,28552
6234,2013,23975
6235,1992,64685
6236,2000,3582
6237,1997,23874
6238,2000,44605
6239,1984,59862
6240,1960,17595
6241,1979,28516
6242,1992,20542
6243,2003,36794
6244,2006,51069
6245,1986,45273
6246,2011,46288
6247,2011,7646
6248,1982,67387
6249,1991,2101
6250,1974,3586
6251,2000,14277
6252,2006,23134
6253,1982,38853
6254,2012,21036
6255,1987,7739
6256,2012,54388
6257,1997,23938
6258,2003,25209
6259,1981,24368
6260,1995,44029
6261,1987,46122
6262,1996,34584
6263,2009,66333
6264,1988,95
6265,2008,36951
6266,2006,67845
6267,2000,41195
6268,2013,38783
6269,1997,8594
6270,2012,20805
6271,2011,49279
6272,1974,26289
6273,1982,63918
6274,2008,28
6275,2013,45220
6276,2008,13454
6277,1999,32722
6278,2008,37488
6279,1998,49657
6280,1972,47776
6281,1978,21073
6282,1999,52788
6283,2007,2964
6284,2013,39062
6285,2000,70581
6286,1997,20976
6287,2008,14489
6288,2010,32221
6289,1985,5423
6290,2000,66934
6291,1986,26432
6292,2000,25459
6293,2000,72353
6294,1997,16804
6295,1984,19888
6296,1991,65154
6297,2013,54671
6298,1991,62595
6299,1986,72522
6300,2000,30422
6301,2000,36499
6302,1982,18806
6303,1998,68224
6304,1997,36045
6305,2009,5113
6306,2000,32852
6307,1994,9617
6308,2009,37543
6309,1997,54086
6310,2005,11165
6311,1984,61155
6312,2003,16778
6313,1997,64320
6314,1994,47201
6315,2008,35317
6316,2003,60814
6317,2004,20233
6318,1982,23169
6319,2000,4869
6320,2008,10093
6321,2003,346
6322,1970,37940
6323,2008,6480
6324,2000,20354
6325,1997,35365
6326,2000,40585
6327,1990,2818
6328,2010,61360
6329,1997,10802
6330,2000,27355
6331,1990,63007
6332,1984,24322
6333,2006,50111
6334,2000,22444
6335,2006,26989
6336,2008,9542
6337,2009,64508
6338,2000,2463
6339,2007,52964
6340,2000,17431
6341,2000,3812
6342,1986,45108
6343,2005,8656
6344,1998,43996
6345,2013,43119
6346,2013,22969
6347,1997,32139
6348,2000,13313
6349,2004,66360
6350,1996,49599
6351,2000,68639
6352,1981,18394
6353,1972,15680
6354,2008,11854
6355,1997,13146
6356,1997,12442
6357,1997,42360
6358,1995,38637
6359,2012,10857
6360,2012,58821
6361,1991,44363
6362,2006,33757
6363,2004,60047
6364,2012,56968
6365,2003,24039
6366,2000,18788
6367,1974,55954
6368,2008,38480
6369,2003,69553
6370,2000,19225
6371,2013,10629
6372,1991,68723
6373,2009,34936
6374,1997,45238
6375,2005,12853
6376,1990,70613
6377,1994,41494
6378,2003,73525
6379,2000,62682
6380,1960,36469
6381,1997,24768
6382,2008,15889
6383,1986,8891
6384,1997,63509
6385,1991,23948
6386,2000,66080
6387,2002,10526
6388,2005,13394
6389,2000,13439
6390,2012,64166
6391,1990,60752
6392,2004,26925
6393,1972,7962
6394,2005,22271
6395,2000,19477
6396,1996,66872
6397,1997,71915
6398,2006,24961
6399,1983,40898
6400,2008,63726
6401,1986,38439
6402,1983,73494
6403,1983,27516
6404,2003,2905
6405,2013,54002
6406,1997,26714
6407,2004,5008
6408,1999,33201
6409,1988,27692
6410,2007,16156
6411,1997,35571
6412,2003,47299
6413,2000,68777
6414,2010,31679
6415,1983,11251
6416,2009,20992
6417,1991,63130
6418,2007,11884
6419,1997,31143
6420,1985,19893
6421,2000,43799
6422,2008,69905
6423,2012,6431
6424,2008,71116
6425,1997,63032
6426,2013,16807
6427,1960,62354
6428,2000,3689
6429,1997,46026
6430,1987,2475
6431,2003,73380
6432,1997,70874
6433,1982,73535
6434,2004,51507
6435,2007,3871
6436,2003,52724
6437,1997,36086
6438,2010,48845
6439,1974,54561
6440,1976,42412
6441,2005,28119
6442,2008,8251
6443,2000,15192
6444,1997,19689
6445,1992,36370
6446,1984,2987
6447,1995,71250
6448,1972,24657
6449,2000,9462
6450,1986,29993
6451,2008,40220
6452,1991,5654
6453,1974,48343
6454,2006,68664
6455,1996,65333
6456,2003,65473
6457,2000,35903
6458,1997,59340
6459,2000,60175
6460,2008,27317
6461,1994,66883
6462,2008,35577
6463,1991,70736
6464,2000,68695
6465,2008,719
6466,2000,63251
6467,2008,61123
6468,1965,2895
6469,1991,45727
6470,1997,6823
6471,2000,39518
6472,2005,33344
6473,1997,29028
6474,2009,51780
6475,1991,60359
6476,1986,24257
6477,2000,23614
6478,1991,12684
6479,1982,66702
6480,1991,35378
6481,1997,2216
6482,2006,29043
6483,1998,38734
6484,1991,14395
6485,2008,70104
6486,1996,54224
6487,2000,66789
6488,2004,68227
6489,1995,64147
6490,2008,48716
6491,1984,52425
6492,2003,63658
6493,1994,33768
6494,2003,3786
6495,2007,24436
6496,1989,42520
6497,2000,15491
6498,2012,50608
6499,2003,41424
6500,1990,18933
6501,2000,61088
6502,2013,12472
6503,2007,73707
6504,2002,70554
6505,1987,16895
6506,1995,14692
6507,1983,30402
6508,2011,5450
6509,2003,32727
6510,2008,69044
6511,2008,11222
6512,1990,1555
6513,2012,62356
6514,2007,40654
6515,1997,57094
6516,1986,11037
6517,2008,48906
6518,1987,66669
6519,2008,60277
6520,1994,17967
6521,2003,32515
6522,1974,68365
6523,2003,42889
6524,2003,70572
6525,2000,26451
6526,2003,65969
6527,2006,37846
6528,2005,70154
6529,2010,19614
6530,1991,65518
6531,1972,47056
6532,1984,53766
6533,2013,71516
6534,1994,60967
6535,2013,64079
6536,1972,3642
6537,2000,10507
6538,1988,17424
6539,2007,69061
6540,2008,13597
6541,2007,61878
6542,2010,43755
6543,2013,37971
6544,2000,54005
6545,2002,72116
6546,2013,14729
6547,1998,66610
6548,2008,70348
6549,1984,64797
6550,2008,55193
6551,2003,7220
6552,2000,70224
6553,2013,125
6554,1997,33857
6555,1997,28827
6556,1974,21713
6557,2003,37036
6558,1990,53166
6559,2012,50874
6560,2012,2423
6561,2008,42664
6562,1982,40240
6563,2011,5845
6564,2010,68279
6565,2003,68886
6566,1997,40609
6567,1995,38864
6568,2008,4654
6569,1960,40537
6570,2013,26944
6571,2009,41164
6572,2000,30844
6573,1989,9422
6574,2006,6967
6575,2008,56604
6576,1994,4360
6577,2004,23742
6578,1997,20481
6579,1994,69250
6580,1995,60924
6581,1983,51843
6582,1997,12139
6583,2003,40587
6584,2009,24077
6585,1987,37883
6586,2004,39801
6587,1994,4058
6588,2000,10058
6589,2011,72736
6590,2000,3712
6591,2013,26328
6592,1991,57133
6593,1987,60835
6594,2012,17317
6595,2000,12725
6596,1997,18285
6597,2011,40029
6598,2000,62176
6599,2007,60741
6600,1996,1943
6601,2003,55986
6602,1982,16215
6603,2005,18348
6604,1997,10624
6605,1997,2341
6606,2009,8122
6607,2000,16308
6608,1997,5417
6609,1997,59460
6610,1991,44566
6611,1960,8619
6612,2003,19592
6613,1995,40797
6614,2009,51251
6615,1984,40365
6616,2011,54448
6617,2000,69857
6618,2008,72166
6619,2008,47965
6620,1982,60851
6621,2000,33054
6622,2006,3943
6623,1960,50532
6624,2009,21206
6625,2009,35472
6626,1987,5066
6627,2013,44546
6628,2012,49151
6629,2003,65682
6630,1974,45038
6631,1992,46921
6632,1974,73587
6633,2000,59587
6634,2008,52453
6635,1979,50149
6636,1994,3033
6637,1991,5659
6638,2000,22500
6639,1982,5299
6640,2003,18365
6641,1997,67197
6642,2003,18837
6643,1972,26299
6644,1960,46556
6645,2008,47084
6646,1995,6146
6647,2012,28493
6648,1972,9831
6649,1993,53076
6650,1997,20083
6651,1997,48354
6652,2003,26880
6653,2000,13776
6654,1980,69604
6655,2012,49281
6656,1995,23896
6657,1988,14189
6658,2003,48856
6659,2003,49163
6660,1982,65343
6661,2009,46788
6662,2008,71607
6663,2008,65261
6664,1990,61379
6665,1994,702
6666,1961,30533
6667,2008,68086
6668,1997,50277
6669,2000,2775
6670,2006,6089
6671,1980,64203
6672,2003,17038
6673,1997,18350
6674,1997,43197
6675,2000,27792
6676,2008,50339
6677,1978,36050
6678,1997,6202
6679,2008,21055
6680,2004,37899
6681,2007,70901
6682,2011,776
6683,2006,6680
6684,2008,17468
6685,2008,61695
6686,1997,66250
6687,1974,8322
6688,1997,50591
6689,2003,66615
6690,2004,13858
6691,2003,29174
6692,1972,17700
6693,2008,13659
6694,1995,5114
6695,2012,68146
6696,1995,65012
6697,1998,42662
6698,2008,64394
6699,1995,56366
6700,2008,14755
6701,2008,48733
6702,1995,35669
6703,2000,55953
6704,1997,41579
6705,2000,14128
6706,2000,37011
6707,2003,15901
6708,1996,15151
6709,1998,67333
6710,2012,11592
6711,1996,10728
