"","count","RR2","expected","RR1","DistanceToRadar","Composite","HybridScan","HydrometeorType","Kdp","RadarQualityIndex","RR3","Reflectivity","ReflectivityQC","RhoHV","Velocity","Zdr","LogWaterVolume","MassWeightedMean","MassWeightedSD","Expected"
"99","187",NA,0,0,86,NA,NA,8,0,499.54809475,NA,-3.25,NA,0.3466665,NA,4.0625,NA,NA,NA,0
"100","188",NA,0,0,72,NA,NA,8,0,0,NA,12,-99903,0.753889,4.83333333333333,1.21875,NA,NA,NA,0
"101","189",NA,0,0,73,NA,NA,8,0,0.256410433333333,NA,3.83333333333333,NA,0.8338895,NA,0.666666666666667,NA,NA,NA,0
"103","190",NA,0,0,14,NA,NA,8,0,999,NA,5,NA,1.05167,NA,3.125,NA,NA,NA,0
"104","191",NA,0,0,30,NA,NA,8,0,999,NA,22,NA,-99903,-99903,-99903,NA,NA,NA,0
"105","192",NA,0,0,37,NA,NA,8,0,999,NA,-8.83333333333333,NA,0.858333333333333,NA,-4.79166666666667,NA,NA,NA,0
"106","193",1.79117714285714,0.5,1.59287025,35,26.25,NA,8.875,0,125.65334425,NA,26.1875,NA,0.99625075,NA,0.5625,NA,NA,NA,0.5
"107","194",NA,0,0,83,NA,NA,8,0,999,NA,3.08333333333333,NA,0.875556166666667,-6.58333333333333,2.29166666666667,NA,NA,NA,0
"108","195",NA,0,0,47,NA,NA,8,0,250.03632675,NA,10.5,NA,0.99833325,NA,2.90625,NA,NA,NA,0
"109","196",NA,0,0,87,NA,NA,8,0,0.05777194,NA,2.6,NA,0.6563334,0.6,2.75,NA,NA,NA,0
"110","197",NA,0,0,56,NA,NA,6.75,0,0.497109325,NA,1.125,NA,0.86916675,NA,1.078125,NA,NA,NA,0
"111","198",NA,0,0,46,NA,NA,8,0,0,NA,6,-99903,0.701944416666667,3.16666666666667,0.515625,NA,NA,NA,0
"112","199",NA,0,0,49,NA,NA,8,0,799.2,NA,-10.2,NA,0.835,6.6,3.125,NA,NA,NA,0
"115","200",NA,0,0,87,NA,NA,9,0,999,NA,22,NA,-99903,-99903,-99903,NA,NA,NA,0
"116","201",NA,0,0,63,NA,NA,8,0,999,NA,5.75,NA,NA,NA,NA,NA,NA,NA,0
"117","202",NA,0,0,29,NA,NA,8,0,999,NA,7.4,NA,0.8909992,NA,0.1,NA,NA,NA,0
"118","203",0.797681090909091,0,0.307878222222222,57,20.037037037037,NA,5.55555555555556,0,0.835328792592593,NA,16.7222222222222,NA,1.00055625925926,NA,0.185185185185185,NA,NA,NA,0
"119","204",NA,0,0,18,NA,NA,7.5,0,0.22626525,NA,11.625,NA,0.903750875,-99901,3.5546875,NA,NA,NA,0
"120","205",NA,0,0,62.2222222222222,NA,NA,8,0,222.034164244444,NA,12.2777777777778,NA,0.566111111111111,NA,1.9375,NA,NA,NA,0
"121","206",NA,0,0,68,NA,NA,8,0,0.0536676333333333,NA,-4.5,NA,0.938334333333333,NA,3.80555555555556,NA,NA,NA,0
"122","207",NA,0,0,19,NA,NA,8,0,0.154836716666667,NA,4.25,NA,0.6594445,-4.75,2.82291666666667,NA,NA,NA,0
"123","208",NA,0,0,1,NA,-99903,8,0,0,NA,2.25,-99903,0.721666833333333,5.41666666666667,1.46875,NA,NA,NA,0
"124","209",0.26416525,3.8,0.0520491111111111,40.4444444444444,NA,NA,8.61111111111111,0,333.467337388889,NA,15.7777777777778,NA,1.03518627777778,NA,0.5625,NA,NA,NA,3.8
"126","210",NA,0,0,75,NA,NA,8,0,999,NA,16.5,NA,1.05167,NA,-0.6875,NA,NA,NA,0
"127","211",NA,0,NA,67.0588235294118,NA,NA,8,0,58.8532023764706,NA,2.70588235294118,NA,0.650686411764706,-4.14705882352941,0.731617647058823,NA,NA,NA,0
"128","212",0.8666202,3.6,0.1818589,51,NA,NA,8.35,0,50.2893004,NA,18.45,NA,0.95900055,NA,1.175,NA,NA,NA,3.6
"129","213",NA,0,0,37.2,13.75,NA,2.4,0,300.3833117,NA,12.8,NA,1.0103357,NA,0.33125,NA,NA,NA,0
"130","214",NA,0,0,64,NA,NA,8,0,0.04457075,NA,0.25,NA,0.68833325,0.25,-0.34375,NA,NA,NA,0
"131","215",NA,0,0,15,NA,NA,8,0,999,NA,-3.16666666666667,NA,0.660555333333333,NA,2,NA,NA,NA,0
"132","216",NA,0,0,54.3333333333333,NA,NA,7.55555555555556,0,222.195514033333,NA,5.55555555555556,NA,0.676852222222222,NA,2.27083333333333,NA,NA,NA,0
"133","217",NA,0,0,12,NA,NA,8,0,499.5,NA,-12.3333333333333,NA,0.8400015,-2.16666666666667,-0.145833333333333,NA,NA,NA,0
"134","218",1.29745225,0.5,0.867178,89.3333333333333,NA,NA,6.33333333333333,0,0.586605166666667,NA,23.5833333333333,NA,1.00277733333333,-33296.5,0.385416666666667,NA,NA,NA,0.5
"135","219",NA,0,0,17,NA,NA,8,0,0,NA,3.66666666666667,NA,0.988332333333333,NA,2.4375,NA,NA,NA,0
"137","220",NA,0,0,82,NA,NA,8,0,0.17148635,NA,7,NA,0.606111,2.08333333333333,2.67708333333333,NA,NA,NA,0
"138","221",NA,0,0,55,NA,NA,8,0,0,NA,4,NA,0.8205555,1.16666666666667,0.770833333333333,NA,NA,NA,0
"139","222",NA,0,0,38,NA,NA,8,0,999,NA,10,NA,1.04167,NA,-4.9375,NA,NA,NA,0
"140","223",NA,0,0,55,NA,NA,8,0,0,NA,-3.33333333333333,NA,0.8500005,NA,0.25,NA,NA,NA,0
"141","224",NA,0,0,13,NA,NA,8,0,0,NA,-2.25,-99903,0.791111166666667,4.83333333333333,3.14583333333333,NA,NA,NA,0
"142","225",NA,0,NA,22,NA,NA,7.92307692307692,0,0.162159438461538,NA,7.11538461538461,NA,0.778589692307692,-15376.8076923077,1.49519230769231,NA,NA,NA,0
"143","226",NA,0,0,32,NA,NA,8.16666666666667,0,0.14332611,NA,11.25,NA,0.6844445,-99901,2.19791666666667,NA,NA,NA,0
"144","227",NA,0,0,97,NA,NA,8,0,749.42963125,NA,-6.75,NA,1.0250025,NA,-1.453125,NA,NA,NA,0
"145","228",NA,0,0,73,NA,NA,8,0,999,NA,-2.25,NA,0.8916685,NA,5.96875,NA,NA,NA,0
"146","229",NA,0,0,4,18.25,NA,8,0,499.9969105,NA,9.5,NA,1.03167,NA,1.90625,NA,NA,NA,0
"148","230",NA,0,0,57,NA,NA,8,0,999,NA,-0.2,NA,0.9550006,12.4,4.45,NA,NA,NA,0
"149","231",NA,0,0,26,NA,NA,8,0,0,NA,7.25,NA,1.045,1.5,0.03125,NA,NA,NA,0
"150","232",NA,0,0,11,NA,NA,8,0,0,NA,-1.66666666666667,NA,0.902222666666667,5.41666666666667,4.09375,NA,NA,NA,0
"151","233",NA,0,0,42,NA,NA,8,0,0,NA,0.5,NA,0.651667,NA,0,NA,NA,NA,0
"152","234",NA,0,0,17,NA,NA,8,0,0.245069333333333,NA,5.25,NA,0.73,-18.1666666666667,-0.708333333333333,NA,NA,NA,0
"153","235",NA,0,0,11,NA,NA,8,0,999,NA,1,NA,NA,NA,NA,NA,NA,NA,0
"154","236",NA,0,0,53,NA,NA,8,0,999,NA,-3,NA,0.821667,NA,-1.125,NA,NA,NA,0
"155","237",0.19561,0,NA,54.0952380952381,NA,NA,8.28571428571429,0,0.421397619047619,NA,9.38095238095238,NA,0.945318380952381,NA,-0.773809523809524,NA,NA,NA,0
"156","238",NA,0,0,24,NA,NA,8,0,0.1025601,NA,1.25,NA,0.641111,-3.16666666666667,2.125,NA,NA,NA,0
"157","239",NA,0,0,2,NA,NA,7.66666666666667,0,333.408364,NA,2.5,NA,0.950556666666667,NA,2.64583333333333,NA,NA,NA,0
"159","240",NA,0,0,55,NA,NA,8.5,0,0.592973,NA,9,NA,1.03333575,NA,-0.171875,NA,NA,NA,0
"160","241",NA,0,0,46,NA,NA,8,0,0,NA,10,-99903,0.642777833333333,3,1.30208333333333,NA,NA,NA,0
"161","242",NA,0,0,75,NA,NA,8,0,285.467899771429,NA,0.928571428571429,NA,0.767380714285714,NA,2.32142857142857,NA,NA,NA,0
"162","243",NA,0,0,82,NA,NA,8,0,166.609189566667,NA,0.0833333333333333,NA,0.676111666666667,NA,1.35416666666667,NA,NA,NA,0
"163","244",NA,0,0,71,NA,NA,8,0,142.714285714286,NA,3.78571428571429,NA,0.744524142857143,NA,5.40178571428571,NA,NA,NA,0
"164","245",NA,0,0,56,NA,NA,8,0,0,NA,0.928571428571429,NA,0.883095714285714,1.57142857142857,6.33035714285714,NA,NA,NA,0
"165","246",NA,0,0,74,NA,NA,8,0,499.960297,NA,7.5,NA,1.0016665,-99901,-0.71875,NA,NA,NA,0
"166","247",NA,0,NA,40,NA,NA,7.83333333333333,0,0.119606601666667,NA,9.25,NA,0.730555916666667,NA,3.28645833333333,NA,NA,NA,0
"167","248",NA,0,0,39,NA,NA,8,0,0,NA,-6.66666666666667,NA,0.872778333333333,NA,3.4375,NA,NA,NA,0
"168","249",NA,0,0,93,NA,NA,8,0,0,NA,2.91666666666667,NA,0.767222833333333,-16650,3.35416666666667,NA,NA,NA,0
"170","250",NA,0,0.0635769090909091,3,21.5909090909091,NA,2.54545454545455,0,0.850639272727273,NA,19.0909090909091,19.0909090909091,0.922575727272727,-10.0909090909091,-0.215909090909091,NA,NA,NA,0
"171","251",2.00019775,1.3,0.470634764705882,54.5882352941176,17.4705882352941,NA,6.47058823529412,0,0.899068117647059,NA,17.4705882352941,17.4705882352941,1.00500094117647,-58769.0588235294,0.595588235294118,NA,NA,NA,1.3
"172","252",2.78778496666667,2,1.91779275555556,59.2666666666667,NA,NA,9.02222222222222,0,111.741104022222,NA,25.0555555555556,NA,-4439.18292553333,NA,-4439.89861111111,NA,NA,NA,2
"173","253",2.110952625,2.5,1.3889077,11,NA,NA,9.4,0,0.8640196,NA,24.35,NA,0.9723332,-79919.6,-0.01875,NA,NA,NA,2.5
"174","254",NA,0,0,91.1666666666667,NA,NA,8,0,333.042940089167,NA,-0.958333333333333,NA,NA,NA,NA,NA,NA,NA,0
"175","255",NA,0,0,97,NA,NA,8,0,0,NA,1.25,NA,0.803335,NA,5.40625,NA,NA,NA,0
"176","256",NA,0,0,33,NA,NA,8,0,0.03099595,NA,-1.125,NA,0.61166675,NA,1.03125,NA,NA,NA,0
"177","257",NA,0,0,33,NA,NA,8,0,0.0673603714285714,NA,-0.75,NA,NA,NA,NA,NA,NA,NA,0
"178","258",NA,0,0,28,NA,NA,8,0,832.504544,NA,-2.75,NA,0.8177775,NA,3.20833333333333,NA,NA,NA,0
"179","259",NA,11.2,0,25,35.6666666666667,31.9166666666667,11,0,999,NA,35.6666666666667,35.6666666666667,-99903,-99903,-99903,NA,NA,NA,11.2
"181","260",0.2584695,0,0.0556109,15.4,NA,NA,6.9,0,100.6040446,NA,10.75,NA,1.0400023,NA,0.2,NA,NA,NA,0
"182","261",NA,0,0,78,NA,NA,8,0,0,NA,3.25,NA,0.753889,-0.0833333333333333,2.20833333333333,NA,NA,NA,0
"183","262",NA,0,0,9,NA,NA,8,0,0.315587,NA,4.91666666666667,NA,0.697777666666667,11.4166666666667,1.41666666666667,NA,NA,NA,0
"184","263",4.21453221052632,0,2.74852069767442,44.0697674418605,NA,NA,8.81395348837209,0,441.919596930233,NA,23.9186046511628,NA,-41819.2841472558,NA,-41819.6090116279,NA,NA,NA,0
"185","264",1.2464115,0.8,0.757744578947368,65.6842105263158,NA,NA,6.05263157894737,0,0.646917247368421,NA,12,NA,0.959035315789474,NA,-0.151315789473684,NA,NA,NA,0.8
"186","265",NA,0,0,17,11.25,8.75,4,0,0.8927805,NA,8.75,8.75,1.033335,NA,1.53125,NA,NA,NA,0
"187","266",NA,0,0,33,NA,NA,8,0,0.135666138333333,NA,6.33333333333333,NA,0.685555583333333,NA,-1.22395833333333,NA,NA,NA,0
"188","267",NA,0,0,10,NA,NA,8,0,999,NA,7.5,NA,0.995,NA,-1.9375,NA,NA,NA,0
"189","268",NA,0,0,48,NA,NA,2.75,0,0.77366,NA,6.375,NA,1.0325,NA,0.796875,NA,NA,NA,0
"190","269",NA,0,0,5,NA,NA,8,0,0.2263131,NA,1,NA,0.685555666666667,-7.33333333333333,1.57291666666667,NA,NA,NA,0
"192","270",NA,0,0,41,NA,NA,8,0,999,NA,-4.4,NA,0.8770002,NA,2.2125,NA,NA,NA,0
"193","271",NA,0,0,9,10,12,8,0,0.885841,NA,10,10,1.05167,NA,2.0625,-15.1750898755,2.29292650449,0.969290841744,0
"194","272",NA,0,NA,41,NA,NA,8,0,0.011110159375,NA,19.9375,NA,0.616041625,1.6875,3.734375,NA,NA,NA,0
"195","273",NA,0,0,76,NA,NA,8,0,999,NA,-0.5,NA,0.819444333333333,NA,1.77083333333333,NA,NA,NA,0
"196","274",NA,0,0,81,NA,NA,8,0,249.89183375,NA,-5.9375,NA,0.931667375,-5.625,3.78125,NA,NA,NA,0
"197","275",NA,0.5,0,93,NA,NA,8,0,999,NA,11,NA,0.888333,NA,0.5625,NA,NA,NA,0.5
"198","276",NA,0,0,52,NA,NA,8,0,0.0537479166666667,NA,11.6666666666667,NA,0.579999833333333,-9.33333333333333,3.09375,NA,NA,NA,0
"199","277",NA,0,0,3,NA,NA,8,0,0.0520624333333333,NA,7.83333333333333,NA,0.745,-6.33333333333333,5.91666666666667,NA,NA,NA,0
"200","278",NA,0,0,32,NA,NA,8,0,0,NA,4.92857142857143,-99903,0.485,-5.92857142857143,2.65178571428571,NA,NA,NA,0
"201","279",NA,0,0,22,NA,NA,8,0,249.8108838,NA,-5,NA,0.86916675,NA,0.53125,NA,NA,NA,0
"203","280",NA,0,0,4,NA,NA,8,0,999,NA,14,NA,1.035,NA,3,NA,NA,NA,0
"204","281",NA,0,0,29.5454545454545,NA,NA,8,0,181.73586083,NA,6.36363636363636,NA,NA,NA,NA,NA,NA,NA,0
"205","282",NA,0,0,40,NA,NA,8,0,999,NA,4,NA,NA,NA,NA,NA,NA,NA,0
"206","283",1.20666354545455,5.8,0.407325606060606,35.9090909090909,NA,NA,8.57575757575758,0,0.428417393939394,NA,26.5454545454545,NA,0.991869181818182,NA,0.611742424242424,NA,NA,NA,5.8
"207","284",NA,1,0,59,NA,NA,8,0,999,NA,14,NA,1.05167,NA,-0.4375,NA,NA,NA,1
"208","285",NA,0,0,47,NA,NA,8,0,0.167756,NA,1.375,NA,NA,NA,NA,NA,NA,NA,0
"209","286",NA,0,0,95,NA,NA,8,0,999,NA,-3.875,NA,NA,NA,NA,NA,NA,NA,0
"210","287",NA,0,0,78,NA,NA,8,0,77.0011243,NA,8.03846153846154,NA,0.643461461538462,7.73076923076923,1.94711538461538,NA,NA,NA,0
"211","288",0.419633483333333,0,0.1594754375,40.375,NA,NA,9,0,125.5823605,NA,15.0625,NA,1.0120843125,NA,0.7109375,NA,NA,NA,0
"212","289",0.211883,0,0,54.2727272727273,NA,NA,8,0,91.1533040409091,NA,6.45454545454545,NA,NA,NA,NA,NA,NA,NA,0
"214","290",NA,0,0,50.1739130434783,NA,NA,8.04347826086956,0,304.232363062609,NA,12.5652173913043,NA,-30404.7453622174,-43437.0869565217,-30402.5081521739,NA,NA,NA,0
"215","291",NA,0,NA,21,NA,NA,8,0,0.076482686,NA,13.9,NA,0.5566667,10.65,0.55625,NA,NA,NA,0
"216","292",NA,0,0,26,10.5,NA,8,0,0.630356,NA,8,NA,1.05167,NA,6.3125,NA,NA,NA,0
"217","293",NA,0,0,78,NA,NA,8,0,499.6130135,NA,3.5,NA,1.05167,NA,4.15625,NA,NA,NA,0
"218","294",NA,0,0,78,NA,NA,8,0,927.675,NA,-3.92857142857143,NA,0.751428857142857,NA,1.60267857142857,NA,NA,NA,0
"219","295",NA,0,0,43,NA,NA,8,0,0,NA,-8.41666666666667,NA,0.903333333333333,-5.25,2.55208333333333,NA,NA,NA,0
"220","296",NA,0,0,68,11,NA,8.66666666666667,0,0.862415333333333,NA,11,11,1.03611333333333,-99901,1.52083333333333,NA,NA,NA,0
"221","297",NA,0,0,84,NA,NA,8,0,499.520192175,NA,-2.125,NA,NA,NA,NA,NA,NA,NA,0
"222","298",NA,0,0,75,NA,NA,7.75,0,0.350666375,NA,-2.25,NA,1.0041665,NA,2.65625,NA,NA,NA,0
"223","299",NA,0,0,81,NA,NA,8,0,249.78392505,NA,3.375,NA,0.5633335,0.375,-0.640625,NA,NA,NA,0
"226","300",NA,0,0,43,NA,NA,7.76923076923077,0,0.140284053846154,NA,12.7692307692308,NA,0.925000076923077,-4.42307692307692,1.60096153846154,NA,NA,NA,0
"227","301",NA,0,0,43,NA,NA,7.6,0,0.27464998,NA,5.3,NA,0.6276666,NA,-1.1875,NA,NA,NA,0
"228","302",NA,0,0,95,NA,NA,8,0,999,NA,4.5,NA,1.05167,NA,7.9375,NA,NA,NA,0
"229","303",NA,0,0,86,NA,NA,8,0,0.04994495,NA,2.0625,NA,NA,NA,NA,NA,NA,NA,0
"230","304",NA,0,0,72,NA,NA,8,0,999,NA,8,NA,1.05167,NA,3.375,NA,NA,NA,0
"231","305",NA,0,0,37.3076923076923,NA,NA,8.38461538461539,0,0.172656869230769,NA,11.8846153846154,NA,0.808334076923077,NA,3.82211538461538,NA,NA,NA,0
"232","306",NA,0,0,48,NA,NA,8,0,999,NA,11,NA,0.888333,NA,1.625,NA,NA,NA,0
"233","307",0.314267,0.3,0.0628534,62.2,NA,NA,2.4,0,200.5972476,NA,12.6,NA,NA,-19973.4,NA,NA,NA,NA,0.3
"234","308",1.20375976923077,0.8,0.386200941176471,62.3529411764706,NA,NA,5.88235294117647,0,59.5912614117647,NA,18.0294117647059,NA,1.00725591176471,NA,0.136029411764706,NA,NA,NA,0.8
"235","309",NA,0,0,56,NA,NA,8,0,799.2,NA,2,NA,0.7916674,NA,-0.4625,NA,NA,NA,0
"237","310",NA,0,0,87,NA,NA,8,0,0,NA,13,NA,0.995,-6,0.0625,NA,NA,NA,0
"238","311",2.30424038461538,0,1.02045269230769,63.8461538461538,NA,NA,7.07692307692308,0,77.5073063,NA,19.9615384615385,NA,1.00474442307692,NA,0.596153846153846,NA,NA,NA,0
"239","312",NA,0,0,21,NA,NA,8,0,999,NA,3,NA,0.631667,NA,3.625,NA,NA,NA,0
"240","313",NA,0,0,35,NA,NA,8,0,0,NA,-0.333333333333333,NA,0.6394445,0.833333333333333,1.60416666666667,NA,NA,NA,0
"241","314",NA,0,0,77,NA,NA,4.5,0,499.9669445,NA,9.5,NA,1.02667,NA,3.53125,NA,NA,NA,0
"242","315",NA,0,0,69,NA,NA,8,0,0.0568357333333333,NA,-0.333333333333333,NA,NA,NA,NA,NA,NA,NA,0
"243","316",NA,0,0,36,NA,NA,8,0,999,NA,-1.25,NA,0.6183335,NA,-4.46875,NA,NA,NA,0
"244","317",NA,0,0,54.3333333333333,NA,NA,6,0,0.964345666666667,NA,7,NA,1.0322245,NA,-0.4375,NA,NA,NA,0
"245","318",2.83295904545455,2,1.83171158064516,54.6774193548387,23.2903225806452,NA,5.09677419354839,0,0.89529535483871,NA,22.3548387096774,22.3548387096774,1.00048451612903,NA,0.368951612903226,NA,NA,NA,2
"246","319",NA,0,0,94,NA,NA,7.33333333333333,0,333.515293,NA,7,NA,1.04722333333333,-99901,-0.25,NA,NA,NA,0
"248","320",1.0439275,5.1,0.569415,52,28,NA,2.18181818181818,0,91.5133990909091,NA,20.3636363636364,NA,0.993484909090909,NA,0.454545454545455,NA,NA,NA,5.1
"249","321",NA,0,0,44,NA,NA,8,0,0.07448045,NA,1.5,NA,0.895834166666667,NA,3.3125,NA,NA,NA,0
"250","322",NA,0,0,80,NA,NA,8,0,0.0614016633333333,NA,19.0416666666667,NA,0.905833333333333,-2.41666666666667,7.76041666666667,NA,NA,NA,0
"251","323",NA,0,0,15,NA,NA,8,0,0.161800957142857,NA,9,NA,0.777857285714286,-7.35714285714286,5.70535714285714,NA,NA,NA,0
"252","324",NA,0,0,67.75,NA,NA,5.125,0,0.6322276125,NA,3.75,NA,0.92874975,NA,-0.6328125,NA,NA,NA,0
"253","325",NA,0,0,89,NA,NA,8,0,999,NA,-5.25,NA,NA,NA,NA,NA,NA,NA,0
"254","326",NA,0,0,44,NA,NA,8,0,0.0838393928571429,NA,7.32142857142857,NA,0.791904785714286,-4.46428571428571,4.98660714285714,NA,NA,NA,0
"255","327",NA,0,NA,15,NA,NA,7.66666666666667,0,832.5,NA,-3.08333333333333,NA,0.81,1.41666666666667,1.28125,NA,NA,NA,0
"256","328",NA,0,0,28,NA,NA,8,0,0,NA,1.57142857142857,NA,0.733095285714286,-5.71428571428571,2.71428571428571,NA,NA,NA,0
"257","329",1.3693806,0,0.196628814814815,39.1111111111111,NA,NA,8.33333333333333,0,0.543117755185185,NA,22.3333333333333,NA,0.831543148148148,NA,0.453703703703704,NA,NA,NA,0
"259","330",NA,0.5,0,56,NA,NA,8.33333333333333,0,0.374996333333333,NA,0.166666666666667,NA,1.04389,4.33333333333333,0.833333333333333,NA,NA,NA,0.5
"260","331",1.0021224,0.3,0.557318391304348,53.4782608695652,NA,NA,8.8695652173913,0,44.2420353826087,NA,16.8478260869565,NA,1.01905956521739,NA,0.831521739130435,NA,NA,NA,0.3
"261","332",NA,0,0,56,NA,NA,8,0,999,NA,-7.16666666666667,NA,0.598333333333333,-2.5,0.583333333333333,NA,NA,NA,0
"262","333",NA,0,0,19.8,14.1,NA,8,0,200.5945582,NA,2.8,NA,0.9410012,-39957.3,0.225,NA,NA,NA,0
"263","334",0.261214,0,0.0186581428571429,42,NA,NA,5.78571428571429,0,0.620386357142857,NA,12.4285714285714,NA,0.910000285714286,NA,0.633928571428571,NA,NA,NA,0
"264","335",NA,0,0,96,NA,NA,7.16666666666667,0,0.375751,NA,6.41666666666667,NA,0.703888833333333,-4.25,2.14583333333333,NA,NA,NA,0
"265","336",NA,0,0,95,NA,NA,8,0,0.0338723930769231,NA,19.5,NA,0.851153846153846,-3.23076923076923,4.625,NA,NA,NA,0
"266","337",NA,0,0,10,NA,NA,8,0,0,NA,-3.25,-99903,1.0050015,NA,6.21875,NA,NA,NA,0
"267","338",NA,0,0,42,NA,NA,8,0,0.0855822428571429,NA,1.71428571428571,NA,0.72119,NA,2.30357142857143,NA,NA,NA,0
"268","339",NA,0,0,36,NA,NA,8,0,0,NA,4.5,NA,0.722222333333333,2.83333333333333,2.10416666666667,NA,NA,NA,0
"270","340",NA,0,0,10,NA,NA,8,0,999,NA,1,NA,1.05167,NA,7.9375,NA,NA,NA,0
"271","341",NA,0,0,51.6666666666667,NA,NA,7.44444444444444,0,0.310817288888889,NA,8.25,NA,0.506481444444444,-1,-1.02430555555556,NA,NA,NA,0
"272","342",NA,0,0,8,NA,NA,8,0,999,NA,6,NA,1.05167,-8,7.9375,NA,NA,NA,0
"273","343",NA,0,0,75.625,NA,NA,8.25,0,499.7486041875,NA,12.125,NA,-12486.95603875,NA,-12486.796875,NA,NA,NA,0
"274","344",NA,0,0,21,NA,NA,8,0,0.111580866666667,NA,1.16666666666667,NA,0.93463,NA,2.74305555555556,NA,NA,NA,0
"275","345",30.7465542857143,0,5.61466681818182,46.9545454545455,33.75,32.7954545454545,11.1818181818182,0,409.225190181818,NA,33.5909090909091,NA,-40868.8440152273,-40870.5,-40869.3409090909,NA,NA,NA,0
"276","346",NA,0,0,9,14.25,13.5,8.5,0,999,NA,14.25,14.25,-99903,-99903,-99903,NA,NA,NA,0
"277","347",NA,0,0,75,NA,NA,8,0,999,NA,6.25,NA,0.913888833333333,NA,0.59375,NA,NA,NA,0
"278","348",NA,0,0,76,NA,NA,8,0,999,NA,1.25,NA,NA,NA,NA,NA,NA,NA,0
"279","349",NA,0,0,84,NA,NA,8,0,999,NA,8.5,NA,1.05167,NA,7.9375,NA,NA,NA,0
"281","350",0.256448,0.3,0.0284942222222222,36.3333333333333,NA,NA,3.55555555555556,0,0.779357777777778,NA,15.7777777777778,NA,0.996852111111111,-11090.3333333333,0.611111111111111,NA,NA,NA,0.3
"282","351",NA,0,0,55,NA,NA,8,0,0.11610545,NA,0.2,NA,0.8200005,NA,0.26875,NA,NA,NA,0
"283","352",NA,0,0,78,NA,NA,8,0,999,NA,14.9166666666667,NA,0.7683335,1.75,0.5625,NA,NA,NA,0
"284","353",NA,0,0,52,NA,NA,6.9,0,0.31275715,NA,5,NA,0.9656673,NA,2.175,NA,NA,NA,0
"285","354",0.433473,0.3,0.185354368421053,40.8947368421053,NA,NA,8.68421052631579,0,0.654704368421053,NA,21.0789473684211,NA,1.00657926315789,-26293.4210526316,-0.144736842105263,NA,NA,NA,0.3
"286","355",NA,0,0,21,NA,NA,8,0,0.115758366666667,NA,12.4166666666667,NA,0.592222166666667,-2.25,0.520833333333333,NA,NA,NA,0
"287","356",NA,0,0,77.7857142857143,NA,NA,6.92857142857143,0,71.7426116142857,NA,2.53571428571429,NA,NA,NA,NA,NA,NA,NA,0
"288","357",0.70782725,0.8,1.20563333333333,21.6,NA,NA,6.33333333333333,0,134.066386466667,NA,29.2,NA,-13319.5492223333,-33300.2,-13319.7875,NA,NA,NA,0.8
"289","358",1.560197,0,0.585073875,81,NA,NA,4,0,125.640901375,NA,13.6875,NA,1.006250875,NA,0.625,NA,NA,NA,0
"290","359",NA,0,0,75.7142857142857,NA,NA,8,0,0.0882984157142857,NA,-1.92857142857143,NA,0.820714857142857,NA,0.616071428571429,NA,NA,NA,0
"292","360",NA,0,0,84,NA,NA,8,0,499.5520015,NA,5.5,NA,0.8250015,NA,2.8125,NA,NA,NA,0
"293","361",NA,0,0,88,NA,NA,8,0,142.875780357143,NA,9.42857142857143,NA,0.683571428571429,NA,3.50892857142857,NA,NA,NA,0
"294","362",0.265384,0,0.265384,12,16.5,NA,1,0,0.470726,0,16.5,16.5,0.978333,-5.5,0.5625,-12.7038202569,1.78060653159,0.704342546805,0
"295","363",NA,0,0,76,NA,NA,8,0,999,NA,5.5,NA,0.311667,NA,-2.5,NA,NA,NA,0
"296","364",0.317742333333333,0,NA,57.5714285714286,NA,NA,8.57142857142857,0,357.242341142857,NA,9.32142857142857,NA,0.892858214285714,-7133.64285714286,-0.241071428571429,NA,NA,NA,0
"297","365",NA,0,NA,54.4666666666667,NA,NA,6.13333333333333,0,466.5630399,NA,11.8333333333333,NA,0.904111866666667,-13324.6,0.9625,NA,NA,NA,0
"298","366",0.459654714285714,0.5,0.16959135,87,15.95,NA,4.7,0,0.8542674,NA,16.15,NA,0.9963334,NA,0.640625,NA,NA,NA,0.5
"299","367",NA,0,0,4,NA,NA,8,0,0.07547385,NA,-3.5,NA,0.955,-6.75,2.15625,NA,NA,NA,0
"300","368",NA,0,0,56,NA,NA,8,0,999,NA,30.6666666666667,NA,-99903,-99903,-99903,NA,NA,NA,0
"301","369",NA,0,0,86,NA,NA,8,0,999,NA,14.6666666666667,NA,-99903,-99903,-99903,NA,NA,NA,0
"303","370",NA,0,0,3,NA,NA,8,0,142.801361614286,NA,-0.214285714285714,NA,0.676905285714286,NA,1.35714285714286,NA,NA,NA,0
"304","371",NA,0,0,17.5,15.9166666666667,NA,8.66666666666667,0,999,NA,15.9166666666667,15.9166666666667,-83252.3347221667,NA,-83251.9166666667,NA,NA,NA,0
"305","372",NA,0,0,8,NA,NA,8,0,0.04836725,NA,1.25,NA,0.905,NA,4.3125,NA,NA,NA,0
"306","373",1.0425305,0.5,0.325776111111111,67.6111111111111,NA,NA,8.83333333333333,0,167.122610722222,NA,18.2777777777778,NA,-5549.25157261111,-94350.3055555556,-5549.55902777778,NA,NA,NA,0.5
"307","374",NA,0,0,71,NA,NA,8,0,999,NA,-5,NA,0.811667,NA,5.5625,NA,NA,NA,0
"308","375",NA,0,0,43,NA,NA,8,0,999,NA,-2.25,NA,0.6283335,5,2.84375,NA,NA,NA,0
