index,value
10630,1995.919164
10631,1995.919164
10632,1999.636897
10634,1995.919164
10635,1995.919164
10636,1993.310191
10641,1999.636897
10642,1995.919164
10644,1999.230694
10645,1995.919164
10647,1993.310191
10648,1999.230694
10649,1995.919164
10650,1995.919164
10652,1995.919164
10653,1993.310191
10654,1995.919164
10655,1995.919164
10657,1995.919164
10658,1999.230694
10661,1995.919164
10664,1999.230694
10665,1999.636897
10666,2005.3875
10668,1995.919164
10669,1993.310191
10670,1999.636897
10673,1999.636897
10674,1995.919164
10677,1995.919164
10679,1999.636897
10681,1999.230694
10682,1995.919164
10683,1995.919164
10686,1999.230694
10687,1992.441763
10688,1995.919164
10689,1999.230694
10690,1999.636897
10692,1995.919164
10694,1995.919164
10696,1999.636897
10697,1993.310191
10698,1999.636897
10699,1999.636897
10700,1995.919164
10701,1999.230694
10705,1995.919164
10709,1995.919164
10711,1993.310191
10713,1995.919164
10715,1999.636897
10716,1999.636897
10718,1999.636897
10720,1999.230694
10722,1999.230694
10723,1999.230694
10724,1999.636897
10725,1999.636897
10726,1993.310191
10727,1995.919164
10728,1999.230694
10729,1995.919164
10730,1995.919164
10732,1999.230694
10734,1992.441763
10735,1995.919164
10736,1995.919164
10738,1995.919164
10739,1999.636897
10741,1992.441763
10744,1993.310191
10745,1999.636897
10746,1999.636897
10747,1995.919164
10748,1999.230694
10749,1999.230694
10751,1995.919164
10752,1999.230694
10755,1995.919164
10756,1999.636897
10759,1999.636897
10760,1999.636897
10761,1995.919164
10762,1995.919164
10763,1999.636897
10767,1995.919164
10769,1999.636897
10770,1992.441763
10771,1999.636897
10772,1999.636897
10774,1995.919164
10775,1995.919164
10776,1995.919164
10779,1999.636897
10780,1995.919164
10781,1999.230694
10783,1995.919164
10784,1999.230694
10785,1995.919164
10786,1995.919164
10787,1999.636897
10788,1999.230694
10789,1995.919164
10790,1995.919164
10791,1995.919164
10792,1992.441763
10793,1995.919164
10795,1993.310191
10796,1995.919164
10797,1992.441763
10800,1995.919164
10802,1995.919164
10804,1995.919164
10806,1999.636897
10807,1995.919164
10808,1999.230694
10810,1995.919164
10811,1993.310191
10812,1992.441763
10813,1992.441763
10815,1995.919164
10817,1999.636897
10818,1999.636897
10819,1995.919164
10820,1995.919164
10821,1992.441763
10822,1999.230694
10824,1995.919164
10825,1995.919164
10827,1995.919164
10829,1999.636897
10830,1999.636897
10831,1995.919164
10832,1999.636897
10833,1995.919164
10837,1995.919164
10839,1995.919164
10841,1995.919164
10844,1999.636897
10845,1995.919164
10847,2005.3875
10850,1999.636897
10852,1999.636897
10853,1995.919164
10854,1995.919164
10855,1995.919164
10856,1999.230694
10857,1995.919164
10858,1999.230694
10860,1995.919164
10861,1993.310191
10862,1995.919164
10863,1995.919164
10864,1995.919164
10867,1999.636897
10869,1999.230694
10870,1995.919164
10874,1995.919164
10875,1999.636897
10878,1995.919164
10879,1993.310191
10880,1999.230694
10882,1999.230694
10883,1995.919164
10884,1999.230694
10885,1993.310191
10886,1999.230694
10887,1999.636897
10891,1995.919164
10892,1999.636897
10898,1995.919164
10899,1995.919164
10900,1999.230694
10901,1995.919164
10905,1995.919164
10906,1992.441763
10907,1995.919164
10908,1995.919164
10909,1993.310191
10910,1995.919164
10912,1995.919164
10913,1992.441763
10914,1999.636897
10916,1999.636897
10919,1995.919164
10921,1995.919164
10922,1995.919164
10923,1995.919164
10925,1995.919164
10926,1995.919164
10927,1999.636897
10928,1995.919164
10929,1995.919164
10931,1995.919164
10933,1993.310191
10934,1999.636897
10935,1995.919164
10937,1999.230694
10938,1999.636897
10939,1999.230694
10940,1999.636897
10941,1995.919164
10942,1995.919164
10944,1999.230694
10945,1992.441763
10946,1995.919164
10948,1995.919164
10949,1995.919164
10950,1993.310191
10951,1999.230694
10953,1993.310191
10954,1995.919164
10955,1999.230694
10957,1999.230694
10959,1995.919164
10960,1995.919164
10961,1999.230694
10963,1993.310191
10965,1995.919164
10970,1999.636897
10971,1999.636897
10972,2005.3875
10974,1999.636897
10977,1995.919164
10978,1999.230694
10980,1995.919164
10981,1995.919164
10982,1999.230694
10984,1995.919164
10986,1995.919164
10988,1999.636897
10989,1993.310191
10992,1999.230694
10993,1995.919164
10994,1992.441763
10996,1995.919164
10997,1995.919164
11000,1995.919164
11001,1995.919164
11002,1995.919164
11003,1999.636897
11006,1995.919164
11011,1999.636897
11012,1995.919164
11014,1999.636897
11016,1995.919164
11017,1995.919164
11020,1999.636897
11021,1999.230694
11022,1999.636897
11023,1995.919164
11025,1995.919164
11027,1995.919164
11028,1999.230694
11031,1995.919164
11032,1999.636897
11035,1995.919164
11036,1993.310191
11038,1993.310191
11039,1995.919164
11041,1995.919164
11044,1999.230694
11046,1995.919164
11047,1995.919164
11049,1995.919164
11050,1995.919164
11053,1993.310191
11054,1995.919164
11055,1995.919164
11056,1995.919164
11058,1995.919164
11060,1993.310191
11061,1995.919164
11062,1995.919164
11064,1999.636897
11065,1999.230694
11066,1999.230694
11071,1999.230694
11072,1992.441763
11073,1993.310191
11076,1995.919164
11077,1995.919164
11078,1995.919164
11079,1995.919164
11080,1999.230694
11081,1999.636897
11083,1992.441763
11084,1999.636897
11086,1995.919164
11087,1993.310191
11089,1999.636897
11091,1995.919164
11093,1993.310191
11095,1993.310191
11096,1995.919164
11097,1995.919164
11098,1999.636897
11100,1993.310191
11101,1999.230694
11102,1999.230694
11103,1995.919164
11105,1992.441763
11106,1999.636897
11107,1995.919164
11108,1992.441763
11109,1999.636897
11111,1995.919164
11112,1995.919164
11113,1995.919164
11114,1999.636897
11115,1992.441763
11117,1995.919164
11118,1999.636897
11120,1995.919164
11121,1995.919164
11122,1995.919164
11123,1995.919164
11124,1995.919164
11126,1995.919164
11127,1992.441763
11128,1993.310191
11130,1999.230694
11132,1999.636897
11133,1999.636897
11134,1995.919164
11137,1995.919164
11138,1999.230694
11140,1993.310191
11142,1993.310191
11143,1995.919164
11144,1995.919164
11145,1999.636897
11146,1999.636897
11147,1995.919164
11148,1993.310191
11150,1995.919164
11151,1995.919164
11152,1999.230694
11156,1999.230694
11157,1995.919164
11158,1995.919164
11160,1995.919164
11161,1999.636897
11162,1999.636897
11163,1995.919164
11164,1999.230694
11165,1995.919164
11166,1995.919164
11167,1999.636897
11169,1999.230694
11170,1999.230694
11172,1995.919164
11173,1995.919164
11175,1995.919164
11177,1999.636897
11180,1995.919164
11181,1995.919164
11182,1995.919164
11186,1999.636897
11187,1995.919164
11188,1999.636897
11190,1995.919164
11192,1995.919164
11193,1995.919164
11194,1993.310191
11195,1999.636897
11196,1995.919164
11197,1999.230694
11198,1999.636897
11199,1995.919164
11200,1995.919164
11203,1995.919164
11204,1995.919164
11205,1993.310191
11206,1992.441763
11207,1992.441763
11208,1995.919164
11209,1995.919164
11211,1992.441763
11213,1995.919164
11214,1995.919164
11215,1999.230694
11216,1999.636897
11217,1999.636897
11219,1999.636897
11220,1993.310191
11221,2005.3875
11225,1995.919164
11227,1995.919164
11229,1992.441763
11230,1999.230694
11232,1999.636897
11235,1995.919164
11242,1995.919164
11243,1999.636897
11244,1999.636897
11245,1999.636897
11246,1995.919164
11248,1999.636897
11251,1995.919164
11252,1995.919164
11254,1995.919164
11255,1999.230694
11256,1995.919164
11257,1999.636897
11258,1999.636897
11259,1995.919164
11263,1999.636897
11264,1999.230694
11265,1995.919164
11266,1999.636897
11267,1995.919164
11268,1995.919164
11270,1992.441763
11271,1995.919164
11273,1995.919164
11274,1995.919164
11276,1999.230694
11277,1999.230694
11278,1995.919164
11280,1999.636897
11282,1992.441763
11284,1995.919164
11285,1992.441763
11286,1995.919164
11287,1999.230694
11290,1995.919164
11291,1999.230694
11293,1999.636897
11294,1995.919164
11295,2005.3875
11296,1993.310191
11297,1999.636897
11298,1999.636897
11299,1999.230694
11300,1995.919164
11301,1992.441763
11302,1993.310191
11303,1995.919164
11305,1995.919164
11306,1995.919164
11309,2005.3875
11312,1995.919164
11313,1999.636897
11314,1995.919164
11315,1995.919164
11316,1999.636897
11317,1995.919164
11318,1995.919164
11320,1999.230694
11321,1999.636897
11325,1999.230694
11327,1995.919164
11328,1999.636897
11329,1995.919164
11330,1999.636897
11331,1995.919164
11334,1999.636897
11335,1999.636897
11336,1995.919164
11340,1999.636897
11342,1999.636897
11343,1995.919164
11346,1993.310191
11347,1999.636897
11348,1995.919164
11349,1999.230694
11352,1999.230694
11353,1999.636897
11355,1999.636897
11356,1995.919164
11358,1992.441763
11360,1995.919164
11361,1995.919164
11362,1999.636897
11364,1995.919164
11365,1993.310191
11367,1999.636897
11369,1995.919164
11371,1995.919164
11372,1995.919164
11373,1995.919164
11374,1999.230694
11375,1995.919164
11377,1995.919164
11378,1995.919164
11379,1995.919164
11380,1995.919164
11383,1999.230694
11384,1995.919164
11385,1993.310191
11387,1999.230694
11389,1999.230694
11390,1993.310191
11392,1995.919164
11393,1999.636897
11394,1995.919164
11398,1993.310191
11399,1995.919164
11401,1995.919164
11402,1999.636897
11403,1995.919164
11404,1993.310191
11407,1999.636897
11408,1995.919164
11409,1992.441763
11411,1993.310191
11412,1995.919164
11414,1995.919164
11417,1993.310191
11418,1995.919164
11419,1995.919164
11422,1995.919164
11423,1999.230694
11425,1995.919164
11426,1995.919164
11427,1995.919164
11428,1995.919164
11431,1999.230694
11432,1999.636897
11433,1993.310191
11434,1995.919164
11435,1999.636897
11436,1995.919164
11437,1995.919164
11438,1995.919164
11439,1993.310191
11440,1999.230694
11441,1995.919164
11444,1995.919164
11446,1995.919164
11447,2005.3875
11448,1993.310191
11449,1999.230694
11451,1995.919164
11452,1999.636897
11453,1995.919164
11454,1995.919164
11457,1995.919164
11458,1999.636897
11459,1999.230694
11460,1993.310191
11461,1995.919164
11462,1992.441763
11463,1995.919164
11464,1995.919164
11465,1995.919164
11467,1995.919164
11470,1995.919164
11473,1999.636897
11477,1999.636897
11479,1999.636897
11480,1999.636897
11481,1995.919164
11484,1995.919164
11485,1999.230694
11486,1993.310191
11488,1993.310191
11489,1993.310191
11490,1993.310191
11491,1995.919164
11492,1999.230694
11493,1995.919164
11496,1995.919164
11497,1995.919164
11498,1995.919164
11499,1995.919164
11500,1999.636897
11502,1995.919164
11503,1995.919164
11504,1999.230694
11505,1995.919164
11506,1999.636897
11507,1995.919164
11509,1995.919164
11510,1995.919164
11511,1995.919164
11512,1999.636897
11513,1995.919164
11514,1995.919164
11515,1999.230694
11516,1999.230694
11517,1995.919164
11518,1999.230694
11519,1995.919164
11521,1999.636897
11522,1999.636897
11523,1999.636897
11526,1999.636897
11528,1999.636897
11530,1995.919164
11531,1999.636897
11533,1995.919164
11534,1999.636897
11535,1995.919164
11536,1992.441763
11537,1999.230694
11539,1999.230694
11540,1995.919164
11541,1995.919164
11542,1995.919164
11543,1995.919164
11546,1995.919164
11547,1995.919164
11548,1993.310191
11550,1995.919164
11551,1999.636897
11552,1995.919164
11553,1995.919164
11554,1995.919164
11557,1995.919164
11558,1995.919164
11562,1995.919164
11563,1995.919164
11564,1995.919164
11565,1995.919164
11567,1995.919164
11568,1993.310191
11571,1999.230694
11573,1992.441763
11575,1995.919164
11578,1995.919164
11579,1995.919164
11580,1999.230694
11581,1999.636897
11583,1995.919164
11584,1999.636897
11585,1995.919164
11587,1995.919164
11588,1999.636897
11589,1995.919164
11592,1993.310191
11593,1999.636897
11596,1999.636897
11598,1993.310191
11600,1999.636897
11601,1995.919164
11602,1999.636897
11603,1995.919164
11604,1999.636897
11605,1993.310191
11608,1999.636897
11609,1999.230694
11610,1999.636897
11611,1999.636897
11612,1995.919164
11613,1995.919164
11614,1999.636897
11616,1999.636897
11617,1995.919164
11618,1999.636897
11620,1995.919164
11621,1999.636897
11622,1999.636897
11625,1993.310191
11626,1995.919164
11627,1995.919164
11628,1999.636897
11630,1999.230694
11631,1995.919164
11632,1993.310191
11635,1999.636897
11636,1995.919164
11638,1995.919164
11640,1995.919164
11641,1995.919164
11643,1995.919164
11644,1999.636897
11646,1995.919164
11647,1999.636897
11648,1995.919164
11649,1999.230694
11653,1999.230694
11655,1995.919164
11659,1995.919164
11660,1999.230694
11661,1999.230694
11664,1999.230694
11665,1995.919164
11666,1999.230694
11667,1995.919164
11668,1995.919164
11669,1999.636897
11671,1999.636897
11672,1995.919164
11674,1995.919164
11675,1992.441763
11677,1999.636897
11678,1995.919164
11680,1992.441763
11681,1999.636897
11683,1999.230694
11684,1992.441763
11685,1999.230694
11687,1995.919164
11688,1995.919164
11689,1995.919164
11690,1995.919164
11692,1993.310191
11697,1995.919164
11699,1999.636897
11701,1999.230694
11702,1999.636897
11703,1999.230694
11706,1992.441763
11707,1999.636897
11708,1995.919164
11709,1992.441763
11710,1993.310191
11711,1995.919164
11712,1999.230694
11713,1995.919164
11714,1995.919164
11715,1995.919164
11716,1995.919164
11717,1995.919164
11721,1993.310191
11723,1993.310191
11725,1995.919164
11726,1999.636897
11727,1995.919164
11728,1995.919164
11729,1999.230694
11730,1995.919164
11731,1999.636897
11732,1995.919164
11733,1999.230694
11735,1999.636897
11737,2005.3875
11740,1995.919164
11743,1999.636897
11744,1992.441763
11745,1999.230694
11747,1999.636897
11748,1993.310191
11749,1995.919164
11750,1995.919164
11753,1999.230694
11755,1995.919164
11757,1995.919164
11759,1995.919164
11760,1999.636897
11762,1992.441763
11763,1995.919164
11764,1999.636897
11765,1999.636897
11766,1995.919164
11768,1995.919164
11769,1995.919164
11771,1999.636897
11772,1995.919164
11773,1999.230694
11775,1999.230694
11776,1995.919164
11777,1993.310191
11778,1993.310191
11780,1999.230694
11781,1999.230694
11782,1995.919164
11787,1993.310191
11790,1995.919164
11791,1999.636897
11793,1992.441763
11794,1999.636897
11795,1993.310191
11796,1999.230694
11797,1995.919164
11798,1999.636897
11801,1999.230694
11803,1993.310191
11804,1995.919164
11805,1993.310191
11806,1995.919164
11810,1995.919164
11811,1995.919164
11812,1995.919164
11813,1999.636897
11814,1995.919164
11815,1995.919164
11818,1999.636897
11819,1995.919164
11821,1995.919164
11822,1999.636897
11825,1995.919164
11827,1995.919164
11829,1995.919164
11831,1995.919164
11832,1995.919164
11833,1995.919164
11835,1993.310191
11839,1995.919164
11841,1992.441763
11843,1995.919164
11845,1993.310191
11846,1995.919164
11847,1999.230694
11848,1995.919164
11849,1999.230694
11850,1992.441763
11851,1995.919164
11852,1995.919164
11853,1995.919164
11854,1995.919164
11855,1995.919164
11857,1995.919164
11858,1995.919164
11859,1995.919164
11860,1999.636897
11861,1992.441763
11863,1993.310191
11865,1992.441763
11866,1999.636897
11867,1995.919164
11869,1993.310191
11871,1995.919164
11873,1995.919164
11874,1995.919164
11875,1995.919164
11876,1999.636897
11881,1995.919164
11882,1995.919164
11883,1995.919164
11884,1995.919164
11886,1995.919164
11887,1999.230694
11888,1995.919164
11889,1995.919164
11890,1995.919164
11891,1999.636897
11893,1999.636897
11897,1995.919164
11898,1995.919164
11899,1995.919164
11900,1995.919164
11901,1993.310191
11902,1999.636897
11903,1995.919164
11904,1995.919164
11905,1993.310191
11906,1999.230694
11907,1995.919164
11908,1993.310191
11909,1999.636897
11912,1995.919164
11913,1995.919164
11914,1995.919164
11915,1999.636897
11916,1999.636897
11918,1995.919164
11920,1995.919164
11921,1995.919164
11925,1993.310191
11927,1993.310191
11930,1995.919164
11931,1993.310191
11932,1999.636897
11933,1993.310191
11934,1995.919164
11936,1999.636897
11940,1999.230694
11945,1995.919164
11946,1995.919164
11947,1999.230694
11949,1995.919164
11950,1999.636897
11953,1995.919164
11955,1995.919164
11956,1995.919164
11957,1999.636897
11959,1995.919164
11960,1995.919164
11962,1999.230694
11963,1999.636897
11966,1995.919164
11970,2005.3875
11971,1999.636897
11972,1999.636897
11973,1995.919164
11975,1993.310191
11976,1995.919164
11977,1999.636897
11978,1999.230694
11979,1995.919164
11982,1999.230694
11983,1995.919164
11984,1992.441763
11985,1999.230694
11986,1999.230694
11987,1995.919164
11988,1995.919164
11989,1999.230694
11990,1999.230694
11993,1999.636897
11996,1995.919164
11997,1999.636897
11999,1995.919164
12001,1999.636897
12002,1995.919164
12003,1999.636897
12004,1992.441763
12006,1995.919164
12007,1999.636897
12008,1999.636897
12009,1993.310191
12010,1995.919164
12012,1995.919164
12013,1995.919164
12014,1999.230694
12015,1993.310191
12016,1999.636897
12018,1995.919164
12020,1995.919164
12021,1995.919164
12023,1995.919164
12024,1995.919164
12025,1995.919164
12028,1995.919164
12029,1999.230694
12032,1995.919164
12033,1995.919164
12034,1995.919164
12036,1999.230694
12037,1995.919164
12039,1995.919164
12040,1995.919164
12042,1993.310191
12043,1993.310191
12044,1995.919164
12046,1995.919164
12049,1995.919164
12050,1995.919164
12051,1999.230694
12052,1993.310191
12053,1992.441763
12054,1999.636897
12055,1999.230694
12056,1999.636897
12059,1999.636897
12061,1995.919164
12062,1995.919164
12063,1993.310191
12065,1995.919164
12066,1995.919164
12067,1999.636897
12068,1995.919164
12069,1999.230694
12071,1992.441763
12072,1992.441763
12074,1995.919164
12075,1995.919164
12077,1999.636897
12078,1999.636897
12079,1999.636897
12080,1993.310191
12083,1995.919164
12085,1995.919164
12086,1999.636897
12087,1993.310191
12088,1999.230694
12089,1995.919164
12090,1995.919164
12091,1999.230694
12093,1999.636897
12094,1995.919164
12095,1995.919164
12096,1995.919164
12097,1993.310191
12098,1995.919164
12101,1999.636897
12102,1995.919164
12103,1999.636897
12104,1995.919164
12105,1999.636897
12107,1995.919164
12108,1995.919164
12109,1995.919164
12110,1995.919164
12111,1999.230694
12112,1995.919164
12115,1999.636897
12116,1995.919164
12117,1999.636897
12120,1999.636897
12121,1999.230694
12126,1999.230694
12127,1995.919164
12128,1992.441763
12129,1992.441763
12131,1999.636897
12133,1992.441763
12134,1999.636897
12135,1995.919164
12137,1995.919164
12138,1999.230694
12139,1995.919164
12140,1992.441763
12141,1993.310191
12142,1999.636897
12143,1999.636897
12144,1999.636897
12145,1999.636897
12146,1999.230694
12147,1995.919164
12150,1999.636897
12152,1995.919164
12153,1995.919164
12154,1995.919164
12155,1995.919164
12156,1999.230694
12157,1995.919164
12158,1995.919164
12162,1995.919164
12165,1999.636897
12167,1995.919164
12169,1999.230694
12171,1995.919164
12172,1993.310191
12173,1999.230694
12174,1995.919164
12175,1993.310191
12176,1999.636897
12177,1995.919164
12179,1995.919164
12180,1995.919164
12181,1995.919164
12182,1999.636897
12183,1995.919164
12184,1995.919164
12185,1995.919164
12187,1995.919164
12189,1995.919164
12191,1999.636897
12192,1995.919164
12193,1999.636897
12194,1999.230694
12195,1995.919164
12197,1999.636897
12198,1995.919164
12201,1999.636897
12202,1995.919164
12203,1993.310191
12204,1995.919164
12205,1995.919164
12206,1999.636897
12208,1999.230694
12210,1995.919164
12213,1995.919164
12214,1995.919164
12216,1995.919164
12218,1995.919164
12219,1995.919164
12220,1995.919164
12222,1992.441763
12228,1995.919164
12229,1995.919164
12230,1995.919164
12231,1995.919164
12232,1993.310191
12235,1993.310191
12239,1995.919164
12240,1993.310191
12242,1999.636897
12243,1995.919164
12246,1995.919164
12247,1995.919164
12248,1995.919164
12250,1995.919164
12252,1999.636897
12255,1995.919164
12259,1992.441763
12260,1999.636897
12261,1995.919164
12262,1999.636897
12264,1995.919164
12266,1995.919164
12267,2005.3875
12271,1995.919164
12272,1995.919164
12273,1995.919164
12274,1999.636897
12276,1995.919164
12278,1995.919164
12279,1999.636897
12280,1993.310191
12282,1993.310191
12283,1999.636897
12286,1999.636897
12287,1999.636897
12288,1992.441763
12289,1999.230694
12290,1999.636897
12291,1995.919164
12292,1995.919164
12295,1992.441763
12296,1999.230694
12297,1995.919164
12299,1995.919164
12300,1995.919164
12301,1999.230694
12302,1999.636897
12303,1995.919164
12304,1995.919164
12305,1999.636897
12306,1993.310191
12307,1995.919164
12311,1995.919164
12312,1995.919164
12313,1995.919164
12314,1995.919164
12315,1999.636897
12318,1995.919164
12319,1995.919164
12321,1999.230694
12322,1992.441763
12323,1999.230694
12327,1999.230694
12328,1993.310191
12329,1995.919164
12330,1999.230694
12331,1995.919164
12332,1999.230694
12337,1995.919164
12339,1993.310191
12340,1999.230694
12341,1999.636897
12342,1995.919164
12343,1995.919164
12345,1995.919164
12346,1999.230694
12349,1999.230694
12350,1999.230694
12351,1999.636897
12352,1993.310191
12353,1995.919164
12354,1995.919164
12356,1999.636897
12358,1995.919164
12359,1995.919164
12360,1995.919164
12361,1993.310191
12362,1999.636897
12365,1995.919164
12366,1999.230694
12367,1995.919164
12369,1995.919164
12370,1999.636897
12372,1995.919164
12374,1995.919164
12376,1992.441763
12378,1995.919164
12379,1993.310191
12380,1995.919164
12382,1999.636897
12385,1999.636897
12392,1995.919164
12393,1992.441763
12394,1995.919164
12396,1995.919164
12397,1995.919164
12398,1995.919164
12399,1999.230694
12400,1995.919164
12401,1995.919164
12402,1999.636897
12404,1995.919164
12406,1995.919164
12407,1995.919164
12411,1999.636897
12412,1995.919164
12415,1993.310191
12418,1999.636897
12420,1995.919164
12423,1995.919164
12424,1999.230694
12428,1995.919164
12429,1995.919164
12432,1995.919164
12434,1999.636897
12438,1995.919164
12439,1995.919164
12440,1999.636897
12441,1995.919164
12442,1993.310191
12443,1995.919164
12444,1999.230694
12446,1999.230694
12448,1995.919164
12449,1999.636897
12451,1995.919164
12452,1995.919164
12453,1999.230694
12454,1999.636897
12455,1995.919164
12456,1999.636897
12457,1995.919164
12459,1999.636897
12460,1999.230694
12461,1995.919164
12465,1999.636897
12468,1993.310191
12470,1995.919164
12471,1999.636897
12472,1995.919164
12473,1999.230694
12476,1999.636897
12477,1995.919164
12479,1999.230694
12480,1999.636897
12481,1999.230694
12482,1995.919164
12483,1995.919164
12484,1993.310191
12486,1999.230694
12487,1992.441763
12489,1992.441763
12490,1995.919164
12491,1995.919164
12493,1999.636897
12495,1999.230694
12496,1995.919164
12497,1999.230694
12498,1995.919164
12499,1999.230694
12500,1999.636897
12503,1999.230694
12504,1995.919164
12505,1993.310191
12506,1995.919164
12508,1993.310191
12509,1995.919164
12510,1995.919164
12511,1995.919164
12513,1995.919164
12514,1995.919164
12516,1999.230694
12518,1999.230694
12520,1999.636897
12521,1995.919164
12522,1995.919164
12524,1999.636897
12525,1995.919164
12526,1995.919164
12529,1999.636897
12530,1999.230694
12531,1999.636897
12535,1999.636897
12536,1995.919164
12538,1992.441763
12539,1999.230694
12542,1999.230694
12543,1999.230694
12545,1995.919164
12546,1992.441763
12549,1999.636897
12550,1993.310191
12552,1999.636897
12553,1999.636897
12555,1999.636897
12556,1995.919164
12557,1999.230694
12558,1995.919164
12560,1995.919164
12562,1999.636897
12565,1995.919164
12569,1993.310191
12571,1995.919164
12572,1992.441763
12574,2005.3875
12575,1999.230694
12576,1999.636897
12580,1995.919164
12582,1995.919164
12583,1992.441763
12584,1995.919164
12585,1992.441763
12587,1995.919164
12588,1999.636897
12589,1995.919164
12590,1995.919164
12592,1999.636897
12596,1999.636897
12597,1995.919164
12598,1995.919164
12605,1999.230694
12607,1992.441763
12608,1995.919164
12609,1995.919164
12610,1999.636897
12611,1992.441763
12614,1995.919164
12617,1999.636897
12619,1995.919164
12621,1999.636897
12622,1999.636897
12623,1999.636897
12624,1995.919164
12625,1999.636897
12626,1999.636897
12627,1992.441763
12628,1995.919164
12629,1999.636897
12630,1993.310191
12631,1995.919164
12632,1995.919164
12635,1995.919164
12636,1995.919164
12637,1995.919164
12639,1999.230694
12640,1999.636897
12641,1995.919164
12643,1995.919164
12644,1993.310191
12646,1995.919164
12647,1993.310191
12648,1993.310191
12649,1993.310191
12651,1999.636897
12652,1999.230694
12653,1993.310191
12655,1995.919164
12656,1999.636897
12657,1995.919164
12658,1995.919164
12659,1995.919164
12660,1999.230694
12661,1999.636897
12662,1992.441763
12666,1999.636897
12669,1999.230694
12670,1999.636897
12671,1995.919164
12674,1995.919164
12675,1993.310191
12676,1992.441763
12677,1995.919164
12678,1999.636897
12679,1999.230694
12680,1999.636897
12681,1995.919164
12682,1995.919164
12683,1999.636897
12684,2005.3875
12686,1999.636897
12694,1999.230694
12695,1995.919164
12696,1995.919164
12698,1995.919164
12699,1999.636897
12701,1992.441763
12702,1995.919164
12703,1995.919164
12704,1995.919164
12705,2005.3875
12706,1999.636897
12707,1995.919164
12708,1995.919164
12710,1995.919164
12711,1993.310191
12712,1995.919164
12716,1995.919164
12719,1993.310191
12721,1995.919164
12722,1999.230694
12723,1995.919164
12724,1999.230694
12725,1999.230694
12727,1995.919164
12728,1995.919164
12729,1993.310191
12730,1999.230694
12731,1992.441763
12733,1995.919164
12734,1995.919164
12735,1995.919164
12736,1993.310191
12737,1999.230694
12740,1995.919164
12741,1995.919164
12742,1995.919164
12743,1995.919164
12744,1995.919164
12745,1993.310191
12746,1993.310191
12747,1995.919164
12748,1999.230694
12750,1995.919164
12751,1995.919164
12752,1995.919164
12753,1999.636897
12754,1999.636897
12757,1999.636897
12760,1999.230694
12763,1992.441763
12766,1995.919164
12768,1999.636897
12769,1995.919164
12770,1995.919164
12771,1999.230694
12775,1999.230694
12776,1999.636897
12777,1995.919164
12778,1999.636897
12779,1999.230694
12780,1995.919164
12781,1995.919164
12782,1995.919164
12784,1999.230694
12785,1999.636897
12787,1995.919164
12790,1993.310191
12793,1995.919164
12794,1995.919164
12797,1995.919164
12798,1995.919164
12799,1999.230694
12800,1995.919164
12801,1999.636897
12802,1995.919164
12804,1995.919164
12808,1999.230694
12810,1999.636897
12811,1999.636897
12813,1995.919164
12816,1995.919164
12817,1999.230694
12819,1995.919164
12821,1995.919164
12822,1999.230694
12825,1999.230694
12826,1999.636897
12827,1999.636897
12828,1995.919164
12829,1995.919164
12831,1995.919164
12833,1999.636897
12835,1999.636897
12838,1995.919164
12841,1995.919164
12844,1999.230694
12845,1993.310191
12847,1995.919164
12850,1995.919164
12854,1992.441763
12855,1999.636897
12858,1999.636897
12859,1999.230694
12862,1993.310191
12863,1995.919164
12864,1993.310191
12865,1995.919164
12866,1999.636897
12867,1999.230694
12868,1999.230694
12872,1999.636897
12873,1999.230694
12875,1999.636897
12878,1995.919164
12880,1995.919164
12881,1995.919164
12883,1993.310191
12884,1999.636897
12885,1999.230694
12888,1995.919164
12889,1995.919164
12890,1995.919164
12891,1999.636897
12892,1993.310191
12894,1995.919164
12896,1999.230694
12897,1995.919164
12898,2005.3875
12899,1999.636897
12900,1995.919164
12901,1995.919164
12902,1999.636897
12903,1999.636897
12905,1995.919164
12907,1999.636897
12908,1995.919164
12909,1995.919164
12910,1995.919164
12911,1995.919164
12912,1999.230694
12913,1999.230694
12914,1999.636897
12915,1999.230694
12916,1993.310191
12917,1995.919164
12918,1995.919164
12919,1995.919164
12920,1999.230694
12921,1993.310191
12926,1995.919164
12927,1999.636897
12929,1993.310191
12930,1999.636897
12931,1995.919164
12932,1999.230694
12934,1999.636897
12936,1995.919164
12937,1999.636897
12938,1999.636897
12939,1995.919164
12941,1992.441763
12942,1995.919164
12944,1992.441763
12945,1995.919164
12946,1993.310191
12947,1992.441763
12949,1999.636897
12950,1995.919164
12951,1999.230694
12952,1999.230694
12953,1999.230694
12954,1995.919164
12955,1995.919164
12956,1999.636897
12958,1999.636897
12962,1995.919164
12963,2005.3875
12965,1999.636897
12966,1995.919164
12967,1999.636897
12968,1995.919164
12969,1992.441763
12970,1995.919164
12971,1995.919164
12974,1999.230694
12975,1993.310191
12976,1995.919164
12977,1999.230694
12978,1993.310191
12980,1995.919164
12981,1995.919164
12982,1995.919164
12983,1999.636897
12984,1999.636897
12985,1999.636897
12986,1999.636897
12988,1995.919164
12989,1995.919164
12990,1995.919164
12993,1995.919164
12997,1995.919164
12999,1999.230694
13000,1999.230694
13001,1999.636897
13003,1995.919164
13005,1995.919164
13006,1999.636897
13007,1995.919164
13008,1999.636897
13010,1995.919164
13011,1995.919164
